Action,Cap,FRA,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Centre shot - Goal,10.0,1,3,6,HUN,2.0,BUJKA B,6 - 1,461,HUN,7:41
Action shot - Post,5.0,1,3,6,HUN,2.0,GUILLET L,6 - 1,431,FRA,7:11
Action shot - Post,4.0,1,3,6,HUN,2.0,KISTELEKI D,6 - 1,415,HUN,6:55
5m shot - Post,3.0,1,3,6,HUN,2.0,BACHELIER L,6 - 1,387,FRA,6:27
Action shot - Saved,10.0,1,3,6,HUN,2.0,BUJKA B,6 - 1,366,HUN,6:06
5m shot - Missed,7.0,1,3,6,HUN,2.0,BARBIEUX M,6 - 1,339,FRA,5:39
20 sec. exclusion in centre,7.0,1,3,6,HUN,2.0,BARBIEUX M,6 - 1,323,FRA,5:23
Extra player shot - Post,4.0,1,3,6,HUN,2.0,KISTELEKI D,6 - 1,308,HUN,5:08
20 sec. exclusion in centre,5.0,1,3,6,HUN,2.0,SZUCS G,6 - 1,285,HUN,4:45
Extra player shot - Post,2.0,1,3,6,HUN,2.0,MILLOT E,6 - 1,262,FRA,4:22
Turnover foul,10.0,1,3,6,HUN,2.0,BUJKA B,6 - 1,241,HUN,4:01
5m shot - Goal,5.0,2,3,6,HUN,2.0,GUILLET L,6 - 2,213,FRA,3:33
Turnover foul,11.0,2,3,6,HUN,2.0,GARDA K,6 - 2,183,HUN,3:03
Goalkeeper substitution,1.0,2,3,6,HUN,2.0,DERENTY L,6 - 2,168,FRA,2:48
Goalkeeper substitution,1.0,2,3,6,HUN,2.0,DERENTY L,6 - 2,168,FRA,2:48
Goalkeeper substitution,1.0,2,3,6,HUN,2.0,DERENTY L,6 - 2,168,FRA,2:48
Goalkeeper substitution,13.0,2,3,6,HUN,2.0,CHABRIER M,6 - 2,168,FRA,2:48
20 sec. exclusion in centre,2.0,2,3,6,HUN,2.0,CZIGANY D,6 - 2,160,HUN,2:40
Time-Out,,2,3,6,HUN,2.0,,6 - 2,160,FRA,2:40
Turnover foul,4.0,2,3,6,HUN,2.0,SACRE A,6 - 2,118,FRA,1:58
Action shot - Post,2.0,2,3,6,HUN,2.0,CZIGANY D,6 - 2,110,HUN,1:50
Action shot - Saved,2.0,2,3,6,HUN,2.0,MILLOT E,6 - 2,78,FRA,1:18
20 sec. exclusion in centre,4.0,2,3,6,HUN,2.0,SACRE A,6 - 2,53,FRA,0:53
Time-Out,,2,3,6,HUN,2.0,,6 - 2,52,HUN,0:52
Action shot - Saved,6.0,2,3,6,HUN,2.0,TAKACS O,6 - 2,33,HUN,0:33
Turnover foul,5.0,2,3,6,HUN,2.0,GUILLET L,6 - 2,4,FRA,0:04
5m shot - Missed,10.0,2,3,6,HUN,2.0,BUJKA B,6 - 2,1,HUN,0:01
Starting goalkeeper,13.0,2,3,6,HUN,3.0,GANGL E,6 - 2,480,HUN,8:00
Starting goalkeeper,1.0,2,3,6,HUN,3.0,DERENTY L,6 - 2,480,FRA,8:00
Sprint won possession,8.0,2,3,6,HUN,3.0,KESZTHELYI R,6 - 2,480,HUN,8:00
Centre shot - Goal,10.0,2,3,7,HUN,3.0,BUJKA B,7 - 2,457,HUN,7:37
5m shot - Missed,3.0,2,3,7,HUN,3.0,BACHELIER L,7 - 2,429,FRA,7:09
5m shot - Saved,4.0,2,3,7,HUN,3.0,KISTELEKI D,7 - 2,400,HUN,6:40
20 sec. exclusion in centre,12.0,2,3,7,HUN,3.0,MENCZINGER K,7 - 2,375,HUN,6:15
Turnover foul,3.0,2,3,7,HUN,3.0,BACHELIER L,7 - 2,370,FRA,6:10
Turnover foul,10.0,2,3,7,HUN,3.0,BUJKA B,7 - 2,347,HUN,5:47
Steal,4.0,2,3,7,HUN,3.0,SACRE A,7 - 2,347,FRA,5:47
5m shot - Blocked,5.0,2,3,7,HUN,3.0,GUILLET L,7 - 2,323,FRA,5:23
Centre shot - Goal,8.0,2,3,8,HUN,3.0,KESZTHELYI R,8 - 2,306,HUN,5:06
Turnover foul,3.0,2,3,8,HUN,3.0,BACHELIER L,8 - 2,281,FRA,4:41
Steal,2.0,2,3,8,HUN,3.0,CZIGANY D,8 - 2,281,HUN,4:41
Action shot - Goal,3.0,2,3,9,HUN,3.0,ANTAL D,9 - 2,267,HUN,4:27
Turnover foul,5.0,2,3,9,HUN,3.0,GUILLET L,9 - 2,241,FRA,4:01
Turnover foul,5.0,2,3,9,HUN,3.0,GUILLET L,9 - 2,219,FRA,3:39
Action shot - Saved,6.0,2,3,9,HUN,3.0,MAHIEU G,9 - 2,213,FRA,3:33
Action shot - Saved,7.0,2,3,9,HUN,3.0,ILLES A,9 - 2,190,HUN,3:10
Turnover foul,2.0,2,3,9,HUN,3.0,MILLOT E,9 - 2,163,FRA,2:43
Steal,11.0,2,3,9,HUN,3.0,GARDA K,9 - 2,163,HUN,2:43
Action shot - Goal,9.0,2,3,10,HUN,3.0,TOTH I,10 - 2,147,HUN,2:27
5m shot - Saved,12.0,2,3,10,HUN,3.0,JASKOVA M,10 - 2,118,FRA,1:58
Action shot - Goal,7.0,2,3,11,HUN,3.0,ILLES A,11 - 2,93,HUN,1:33
5m shot - Saved,2.0,2,3,11,HUN,3.0,MILLOT E,11 - 2,65,FRA,1:05
20 sec. exclusion in centre,4.0,2,3,11,HUN,3.0,SACRE A,11 - 2,47,FRA,0:47
Time-Out,,2,3,11,HUN,3.0,,11 - 2,47,HUN,0:47
Extra player shot - Goal,10.0,2,3,12,HUN,3.0,BUJKA B,12 - 2,34,HUN,0:34
Turnover foul,3.0,2,3,12,HUN,3.0,BACHELIER L,12 - 2,23,FRA,0:23
Action shot - Goal,8.0,2,3,13,HUN,3.0,KESZTHELYI R,13 - 2,15,HUN,0:15
Starting goalkeeper,1.0,2,3,13,HUN,4.0,DERENTY L,13 - 2,480,FRA,8:00
Sprint won possession,8.0,2,3,13,HUN,4.0,KESZTHELYI R,13 - 2,480,HUN,8:00
20 sec. exclusion in centre,4.0,2,3,13,HUN,4.0,SACRE A,13 - 2,465,FRA,7:45
Exclusion with substitution,4.0,2,3,13,HUN,4.0,SACRE A,13 - 2,465,FRA,7:45
Extra player shot - Goal,10.0,2,3,14,HUN,4.0,BUJKA B,14 - 2,445,HUN,7:25
Action shot - Missed,12.0,2,3,14,HUN,4.0,JASKOVA M,14 - 2,419,FRA,6:59
Action shot - Saved,8.0,2,3,14,HUN,4.0,KESZTHELYI R,14 - 2,396,HUN,6:36
Action shot,,2,3,14,HUN,4.0,,14 - 2,387,,6:27
Goalkeeper substitution,13.0,2,3,14,HUN,4.0,CHABRIER M,14 - 2,375,FRA,6:15
Goalkeeper substitution,1.0,2,3,14,HUN,4.0,DERENTY L,14 - 2,375,FRA,6:15
20 sec. exclusion in centre,12.0,2,3,14,HUN,4.0,MENCZINGER K,14 - 2,375,HUN,6:15
Action shot - Goal,5.0,3,3,14,HUN,4.0,GUILLET L,14 - 3,350,FRA,5:50
Action shot - Saved,12.0,3,3,14,HUN,4.0,MENCZINGER K,14 - 3,329,HUN,5:29
Action shot - Saved,5.0,3,3,14,HUN,4.0,GUILLET L,14 - 3,302,FRA,5:02
Turnover foul,5.0,3,3,14,HUN,4.0,GUILLET L,14 - 3,290,FRA,4:50
20 sec. exclusion in centre,7.0,3,3,14,HUN,4.0,BARBIEUX M,14 - 3,290,FRA,4:50
Exclusion with substitution,7.0,3,3,14,HUN,4.0,BARBIEUX M,14 - 3,290,FRA,4:50
Time-Out,,3,3,14,HUN,4.0,,14 - 3,290,HUN,4:50
Starting goalkeeper,13.0,3,3,14,HUN,4.0,GANGL E,14 - 3,480,HUN,8:00
Extra player shot - Saved,6.0,3,3,14,HUN,4.0,TAKACS O,14 - 3,273,HUN,4:33
5m shot - Missed,8.0,3,3,14,HUN,4.0,TARDY M,14 - 3,247,FRA,4:07
Turnover foul,13.0,3,3,14,HUN,4.0,GANGL E,14 - 3,247,HUN,4:07
Action shot - Saved,9.0,3,3,14,HUN,4.0,CESCA L,14 - 3,217,FRA,3:37
Centre shot - Goal,10.0,3,3,15,HUN,4.0,BUJKA B,15 - 3,196,HUN,3:16
5m shot - Post,2.0,3,3,15,HUN,4.0,MILLOT E,15 - 3,168,FRA,2:48
Action shot - Goal,4.0,3,3,16,HUN,4.0,KISTELEKI D,16 - 3,146,HUN,2:26
5m shot - Saved,8.0,3,3,16,HUN,4.0,TARDY M,16 - 3,118,FRA,1:58
Action shot - Goal,4.0,3,3,17,HUN,4.0,KISTELEKI D,17 - 3,102,HUN,1:42
20 sec. exclusion in centre,4.0,3,3,17,HUN,4.0,KISTELEKI D,17 - 3,83,HUN,1:23
Time-Out,,3,3,17,HUN,4.0,,17 - 3,83,FRA,1:23
5m shot - Post,5.0,3,3,17,HUN,4.0,GUILLET L,17 - 3,55,FRA,0:55
Counter attack - Goal,4.0,3,3,18,HUN,4.0,KISTELEKI D,18 - 3,44,HUN,0:44
20 sec. exclusion in centre,7.0,3,3,18,HUN,4.0,ILLES A,18 - 3,7,HUN,0:07
Action shot - Saved,5.0,3,3,18,HUN,4.0,GUILLET L,18 - 3,0,FRA,0:00
Starting goalkeeper,1.0,0,4,0,JPN,1.0,MIURA R,0 - 0,480,JPN,8:00
Starting goalkeeper,1.0,0,4,0,JPN,1.0,DERENTY L,0 - 0,480,FRA,8:00
Sprint won possession,5.0,0,4,0,JPN,1.0,NAKATA M,0 - 0,480,JPN,8:00
Turnover foul,2.0,0,4,0,JPN,1.0,SAKANOUE C,0 - 0,459,JPN,7:39
Turnover foul,3.0,0,4,0,JPN,1.0,BACHELIER L,0 - 0,440,FRA,7:20
Steal,7.0,0,4,0,JPN,1.0,NAKANO Y,0 - 0,440,JPN,7:20
20 sec. exclusion in centre,2.0,0,4,0,JPN,1.0,MILLOT E,0 - 0,420,FRA,7:00
Extra player shot - Goal,5.0,0,4,1,JPN,1.0,NAKATA M,1 - 0,403,JPN,6:43
Turnover foul,7.0,0,4,1,JPN,1.0,BARBIEUX M,1 - 0,376,FRA,6:16
Steal,2.0,0,4,1,JPN,1.0,SAKANOUE C,1 - 0,376,JPN,6:16
Action shot - Goal,6.0,0,4,2,JPN,1.0,TAKAHASHI A,2 - 0,355,JPN,5:55
Turnover foul,5.0,0,4,2,JPN,1.0,GUILLET L,2 - 0,336,FRA,5:36
5m shot - Saved,7.0,0,4,2,JPN,1.0,NAKANO Y,2 - 0,310,JPN,5:10
Turnover foul,3.0,0,4,2,JPN,1.0,BACHELIER L,2 - 0,286,FRA,4:46
Steal,10.0,0,4,2,JPN,1.0,MORI T,2 - 0,286,JPN,4:46
Action shot - Saved,11.0,0,4,2,JPN,1.0,TOKUMOTO M,2 - 0,248,JPN,4:08
Centre shot - Post,3.0,0,4,2,JPN,1.0,BACHELIER L,2 - 0,224,FRA,3:44
Centre shot - Goal,7.0,0,4,3,JPN,1.0,NAKANO Y,3 - 0,200,JPN,3:20
Turnover foul,3.0,0,4,3,JPN,1.0,BACHELIER L,3 - 0,175,FRA,2:55
20 sec. exclusion in centre,11.0,0,4,3,JPN,1.0,TOKUMOTO M,3 - 0,175,JPN,2:55
5m shot - Missed,2.0,0,4,3,JPN,1.0,MILLOT E,3 - 0,148,FRA,2:28
Turnover foul,12.0,0,4,3,JPN,1.0,SUZUKI K,3 - 0,139,JPN,2:19
Steal,4.0,0,4,3,JPN,1.0,SACRE A,3 - 0,139,FRA,2:19
20 sec. exclusion in centre,3.0,0,4,3,JPN,1.0,KAZAMA Y,3 - 0,124,JPN,2:04
Extra player shot - Goal,5.0,1,4,3,JPN,1.0,GUILLET L,3 - 1,105,FRA,1:45
Turnover foul,7.0,1,4,3,JPN,1.0,NAKANO Y,3 - 1,82,JPN,1:22
Steal,3.0,1,4,3,JPN,1.0,BACHELIER L,3 - 1,82,FRA,1:22
Penalty foul,8.0,1,4,3,JPN,1.0,HASHIGUCHI M,3 - 1,73,JPN,1:13
Penalty shot - Goal,5.0,2,4,3,JPN,1.0,GUILLET L,3 - 2,73,FRA,1:13
5m shot - Saved,4.0,2,4,3,JPN,1.0,MAGARIYAMA S,3 - 2,46,JPN,0:46
Time-Out,,2,4,3,JPN,1.0,,3 - 2,45,FRA,0:45
Turnover foul,5.0,2,4,3,JPN,1.0,GUILLET L,3 - 2,17,FRA,0:17
Steal,11.0,2,4,3,JPN,1.0,TOKUMOTO M,3 - 2,17,JPN,0:17
Action shot - Saved,2.0,2,4,3,JPN,1.0,SAKANOUE C,3 - 2,0,JPN,0:00
Starting goalkeeper,1.0,2,4,3,JPN,2.0,MIURA R,3 - 2,480,JPN,8:00
Starting goalkeeper,1.0,2,4,3,JPN,2.0,DERENTY L,3 - 2,480,FRA,8:00
Sprint won possession,4.0,2,4,3,JPN,2.0,SACRE A,3 - 2,480,FRA,8:00
Turnover foul,7.0,2,4,3,JPN,2.0,BARBIEUX M,3 - 2,451,FRA,7:31
Steal,8.0,2,4,3,JPN,2.0,HASHIGUCHI M,3 - 2,451,JPN,7:31
5m shot - Missed,8.0,2,4,3,JPN,2.0,HASHIGUCHI M,3 - 2,429,JPN,7:09
Turnover foul,5.0,2,4,3,JPN,2.0,GUILLET L,3 - 2,398,FRA,6:38
Turnover foul,4.0,2,4,3,JPN,2.0,MAGARIYAMA S,3 - 2,380,JPN,6:20
Action shot - Goal,6.0,3,4,3,JPN,2.0,MAHIEU G,3 - 3,356,FRA,5:56
Turnover foul,4.0,3,4,3,JPN,2.0,MAGARIYAMA S,3 - 3,326,JPN,5:26
Steal,7.0,3,4,3,JPN,2.0,BARBIEUX M,3 - 3,326,FRA,5:26
Action shot - Goal,5.0,4,4,3,JPN,2.0,GUILLET L,3 - 4,313,FRA,5:13
Extra player shot - Saved,2.0,4,4,3,JPN,2.0,SAKANOUE C,3 - 4,295,JPN,4:55
Penalty foul,4.0,4,4,3,JPN,2.0,MAGARIYAMA S,3 - 4,273,JPN,4:33
Penalty shot - Goal,5.0,5,4,3,JPN,2.0,GUILLET L,3 - 5,273,FRA,4:33
20 sec. exclusion in centre,7.0,5,4,3,JPN,2.0,BARBIEUX M,3 - 5,255,FRA,4:15
Extra player shot - Goal,12.0,5,4,4,JPN,2.0,SUZUKI K,4 - 5,239,JPN,3:59
Turnover foul,8.0,5,4,4,JPN,2.0,HASHIGUCHI M,4 - 5,181,JPN,3:01
Turnover foul,2.0,5,4,4,JPN,2.0,MILLOT E,4 - 5,159,FRA,2:39
Turnover foul,7.0,5,4,4,JPN,2.0,NAKANO Y,4 - 5,135,JPN,2:15
Turnover foul,2.0,5,4,4,JPN,2.0,MILLOT E,4 - 5,114,FRA,1:54
Steal,4.0,5,4,4,JPN,2.0,MAGARIYAMA S,4 - 5,114,JPN,1:54
Time-Out,,5,4,4,JPN,2.0,,4 - 5,113,JPN,1:53
5m shot - Saved,10.0,5,4,4,JPN,2.0,MORI T,4 - 5,96,JPN,1:36
Turnover foul,3.0,5,4,4,JPN,2.0,KAZAMA Y,4 - 5,77,JPN,1:17
Turnover foul,3.0,5,4,4,JPN,2.0,BACHELIER L,4 - 5,65,FRA,1:05
Action shot - Post,5.0,5,4,4,JPN,2.0,NAKATA M,4 - 5,57,JPN,0:57
Time-Out,,5,4,4,JPN,2.0,,4 - 5,56,FRA,0:56
Turnover foul,3.0,5,4,4,JPN,2.0,BACHELIER L,4 - 5,32,FRA,0:32
5m shot - Post,8.0,5,4,4,JPN,2.0,HASHIGUCHI M,4 - 5,16,JPN,0:16
Action shot - Saved,3.0,5,4,4,JPN,4.0,KAZAMA Y,4 - 5,73,JPN,1:13
Turnover foul,3.0,5,4,4,JPN,4.0,BACHELIER L,4 - 5,40,FRA,0:40
Steal,3.0,5,4,4,JPN,4.0,KAZAMA Y,4 - 5,40,JPN,0:40
Action shot - Blocked,2.0,5,4,4,JPN,4.0,SAKANOUE C,4 - 5,21,JPN,0:21
Action shot - Goal,5.0,6,4,4,JPN,2.0,GUILLET L,4 - 6,3,FRA,0:03
5m shot - Post,11.0,6,4,4,JPN,2.0,TOKUMOTO M,4 - 6,0,JPN,0:00
Starting goalkeeper,13.0,6,4,4,JPN,3.0,UMEDA Y,4 - 6,480,JPN,8:00
Starting goalkeeper,1.0,6,4,4,JPN,3.0,DERENTY L,4 - 6,480,FRA,8:00
Sprint won possession,5.0,6,4,4,JPN,3.0,GUILLET L,4 - 6,480,FRA,8:00
Turnover foul,5.0,6,4,4,JPN,3.0,GUILLET L,4 - 6,456,FRA,7:36
Steal,2.0,6,4,4,JPN,3.0,SAKANOUE C,4 - 6,456,JPN,7:36
Counter attack - Post,12.0,6,4,4,JPN,3.0,SUZUKI K,4 - 6,445,JPN,7:25
20 sec. exclusion in centre,6.0,6,4,4,JPN,3.0,TAKAHASHI A,4 - 6,416,JPN,6:56
Extra player shot - Post,8.0,6,4,4,JPN,3.0,TARDY M,4 - 6,396,FRA,6:36
Turnover foul,5.0,6,4,4,JPN,3.0,NAKATA M,4 - 6,378,JPN,6:18
Turnover foul,4.0,6,4,4,JPN,3.0,SACRE A,4 - 6,342,FRA,5:42
Steal,9.0,6,4,4,JPN,3.0,HOSOYA K,4 - 6,342,JPN,5:42
Turnover foul,9.0,6,4,4,JPN,3.0,HOSOYA K,4 - 6,340,JPN,5:40
Steal,1.0,6,4,4,JPN,3.0,DERENTY L,4 - 6,340,FRA,5:40
Turnover foul,6.0,6,4,4,JPN,3.0,MAHIEU G,4 - 6,314,FRA,5:14
Steal,13.0,6,4,4,JPN,3.0,UMEDA Y,4 - 6,314,JPN,5:14
Turnover foul,9.0,6,4,4,JPN,3.0,HOSOYA K,4 - 6,290,JPN,4:50
Steal,8.0,6,4,4,JPN,3.0,TARDY M,4 - 6,290,FRA,4:50
Centre shot - Missed,2.0,6,4,4,JPN,3.0,MILLOT E,4 - 6,274,FRA,4:34
Action shot - Missed,9.0,6,4,4,JPN,3.0,HOSOYA K,4 - 6,261,JPN,4:21
Turnover foul,7.0,6,4,4,JPN,3.0,BARBIEUX M,4 - 6,237,FRA,3:57
Steal,13.0,6,4,4,JPN,3.0,UMEDA Y,4 - 6,237,JPN,3:57
Turnover foul,8.0,6,4,4,JPN,3.0,HASHIGUCHI M,4 - 6,214,JPN,3:34
Steal,2.0,6,4,4,JPN,3.0,MILLOT E,4 - 6,214,FRA,3:34
Turnover foul,3.0,6,4,4,JPN,3.0,BACHELIER L,4 - 6,184,FRA,3:04
Steal,2.0,6,4,4,JPN,3.0,MILLOT E,4 - 6,184,FRA,3:04
Turnover foul,8.0,6,4,4,JPN,3.0,HASHIGUCHI M,4 - 6,160,JPN,2:40
Steal,8.0,6,4,4,JPN,3.0,TARDY M,4 - 6,160,FRA,2:40
20 sec. exclusion in centre,12.0,6,4,4,JPN,3.0,SUZUKI K,4 - 6,149,JPN,2:29
Time-Out,,6,4,4,JPN,3.0,,4 - 6,149,FRA,2:29
5m shot - Goal,2.0,7,4,4,JPN,3.0,MILLOT E,4 - 7,125,FRA,2:05
Action shot - Blocked,4.0,7,4,4,JPN,3.0,MAGARIYAMA S,4 - 7,88,JPN,1:28
Turnover foul,6.0,7,4,4,JPN,3.0,MAHIEU G,4 - 7,57,FRA,0:57
Action shot - Saved,9.0,7,4,4,JPN,3.0,HOSOYA K,4 - 7,55,JPN,0:55
20 sec. exclusion in centre,6.0,7,4,4,JPN,3.0,MAHIEU G,4 - 7,24,FRA,0:24
Time-Out,,7,4,4,JPN,3.0,,4 - 7,24,JPN,0:24
Extra player shot - Goal,9.0,7,4,5,JPN,3.0,HOSOYA K,5 - 7,10,JPN,0:10
5m shot - Missed,5.0,7,4,5,JPN,3.0,GUILLET L,5 - 7,0,FRA,0:00
Starting goalkeeper,13.0,7,4,5,JPN,4.0,UMEDA Y,5 - 7,480,JPN,8:00
Starting goalkeeper,1.0,7,4,5,JPN,4.0,DERENTY L,5 - 7,480,FRA,8:00
Sprint won possession,12.0,7,4,5,JPN,4.0,SUZUKI K,5 - 7,480,JPN,8:00
5m shot - Saved,4.0,7,4,5,JPN,4.0,MAGARIYAMA S,5 - 7,451,JPN,7:31
20 sec. exclusion in centre,4.0,7,4,5,JPN,4.0,MAGARIYAMA S,5 - 7,426,JPN,7:06
Action shot - Goal,8.0,8,4,5,JPN,4.0,TARDY M,5 - 8,404,FRA,6:44
Turnover foul,6.0,8,4,5,JPN,4.0,TAKAHASHI A,5 - 8,372,JPN,6:12
Steal,6.0,8,4,5,JPN,4.0,MAHIEU G,5 - 8,372,FRA,6:12
Turnover foul,2.0,8,4,5,JPN,4.0,SAKANOUE C,5 - 8,355,JPN,5:55
Steal,5.0,8,4,5,JPN,4.0,GUILLET L,5 - 8,355,FRA,5:55
Action shot - Goal,7.0,8,4,6,JPN,4.0,NAKANO Y,6 - 8,343,JPN,5:43
Turnover foul,3.0,8,4,6,JPN,4.0,BACHELIER L,6 - 8,322,FRA,5:22
Action shot - Post,7.0,8,4,6,JPN,4.0,NAKANO Y,6 - 8,296,JPN,4:56
Turnover foul,8.0,8,4,6,JPN,4.0,TARDY M,6 - 8,275,FRA,4:35
Steal,9.0,8,4,6,JPN,4.0,HOSOYA K,6 - 8,271,JPN,4:31
20 sec. exclusion in centre,7.0,8,4,6,JPN,4.0,BARBIEUX M,6 - 8,256,FRA,4:16
Extra player shot - Post,7.0,8,4,6,JPN,4.0,NAKANO Y,6 - 8,230,JPN,3:50
20 sec. exclusion in centre,6.0,8,4,6,JPN,4.0,TAKAHASHI A,6 - 8,215,JPN,3:35
Centre shot - Saved,6.0,8,4,6,JPN,4.0,MAHIEU G,6 - 8,191,FRA,3:11
Action shot - Blocked,9.0,8,4,6,JPN,4.0,HOSOYA K,6 - 8,175,JPN,2:55
Turnover foul,6.0,8,4,6,JPN,4.0,MAHIEU G,6 - 8,153,FRA,2:33
20 sec. exclusion in centre,8.0,8,4,6,JPN,4.0,TARDY M,6 - 8,138,FRA,2:18
Extra player shot - Saved,3.0,8,4,6,JPN,4.0,KAZAMA Y,6 - 8,125,JPN,2:05
5m shot - Missed,5.0,8,4,6,JPN,4.0,GUILLET L,6 - 8,103,FRA,1:43
Counter attack - Post,3.0,8,4,6,JPN,4.0,KAZAMA Y,6 - 8,91,JPN,1:31
Penalty foul,11.0,8,4,6,JPN,4.0,TOKUMOTO M,6 - 8,4,JPN,0:04
Penalty shot - Goal,3.0,9,4,6,JPN,4.0,BACHELIER L,6 - 9,4,FRA,0:04
Time-Out,,9,4,6,JPN,4.0,,6 - 9,4,JPN,0:04
5m shot - Saved,4.0,9,4,6,JPN,4.0,MAGARIYAMA S,6 - 9,0,JPN,0:00
Starting goalkeeper,1.0,0,5,0,NZL,1.0,MILLAR B,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,0,5,0,NZL,1.0,DERENTY L,0 - 0,480,FRA,8:00
Sprint won possession,5.0,0,5,0,NZL,1.0,GUILLET L,0 - 0,480,FRA,8:00
Action shot - Goal,8.0,1,5,0,NZL,1.0,TARDY M,0 - 1,452,FRA,7:32
Action shot - Saved,2.0,1,5,0,NZL,1.0,LEWIS N,0 - 1,435,NZL,7:15
Action shot - Missed,2.0,1,5,0,NZL,1.0,MILLOT E,0 - 1,414,FRA,6:54
5m shot - Saved,6.0,1,5,0,NZL,1.0,LANDRY S,0 - 1,387,NZL,6:27
Action shot - Saved,12.0,1,5,0,NZL,1.0,MYLES J,0 - 1,375,NZL,6:15
5m shot - Saved,2.0,1,5,0,NZL,1.0,MILLOT E,0 - 1,345,FRA,5:45
5m shot - Blocked,12.0,1,5,0,NZL,1.0,MYLES J,0 - 1,318,NZL,5:18
5m shot - Blocked,12.0,1,5,0,NZL,1.0,JASKOVA M,0 - 1,287,FRA,4:47
5m shot - Saved,8.0,1,5,0,NZL,1.0,LOPES DA SILVA C,0 - 1,266,NZL,4:26
5m shot - Saved,3.0,1,5,0,NZL,1.0,BACHELIER L,0 - 1,236,FRA,3:56
20 sec. exclusion in centre,3.0,1,5,0,NZL,1.0,BACHELIER L,0 - 1,226,FRA,3:46
Extra player shot - Goal,12.0,1,5,1,NZL,1.0,MYLES J,1 - 1,207,NZL,3:27
20 sec. exclusion in field,4.0,1,5,1,NZL,1.0,LEWIS D,1 - 1,199,NZL,3:19
Action shot - Saved,2.0,1,5,1,NZL,1.0,MILLOT E,1 - 1,173,FRA,2:53
Turnover foul,3.0,1,5,1,NZL,1.0,BACHELIER L,1 - 1,155,FRA,2:35
Steal,12.0,1,5,1,NZL,1.0,MYLES J,1 - 1,155,NZL,2:35
5m shot - Missed,10.0,1,5,1,NZL,1.0,DANCE L,1 - 1,139,NZL,2:19
20 sec. exclusion in centre,9.0,1,5,1,NZL,1.0,STONEMAN E,1 - 1,126,NZL,2:06
Time-Out,,1,5,1,NZL,1.0,,1 - 1,126,FRA,2:06
Extra player shot - Blocked,2.0,1,5,1,NZL,1.0,MILLOT E,1 - 1,104,FRA,1:44
Action shot - Missed,10.0,1,5,1,NZL,1.0,DANCE L,1 - 1,82,NZL,1:22
5m shot - Saved,5.0,1,5,1,NZL,1.0,LEWIS S,1 - 1,66,NZL,1:06
Time-Out,,1,5,1,NZL,1.0,,1 - 1,66,NZL,1:06
5m shot - Post,12.0,1,5,1,NZL,1.0,MYLES J,1 - 1,53,NZL,0:53
5m shot - Goal,2.0,2,5,1,NZL,1.0,MILLOT E,1 - 2,27,FRA,0:27
Turnover foul,12.0,2,5,1,NZL,1.0,MYLES J,1 - 2,3,NZL,0:03
Steal,2.0,2,5,1,NZL,1.0,MILLOT E,1 - 2,3,FRA,0:03
5m shot - Saved,5.0,2,5,1,NZL,1.0,GUILLET L,1 - 2,0,FRA,0:00
Starting goalkeeper,1.0,2,5,1,NZL,2.0,MILLAR B,1 - 2,480,NZL,8:00
Starting goalkeeper,1.0,2,5,1,NZL,2.0,DERENTY L,1 - 2,480,FRA,8:00
Sprint won possession,4.0,2,5,1,NZL,2.0,LEWIS D,1 - 2,480,NZL,8:00
20 sec. exclusion in centre,3.0,2,5,1,NZL,2.0,BACHELIER L,1 - 2,458,FRA,7:38
Extra player shot - Goal,4.0,2,5,2,NZL,2.0,LEWIS D,2 - 2,449,NZL,7:29
Turnover foul,5.0,2,5,2,NZL,2.0,GUILLET L,2 - 2,410,FRA,6:50
Centre shot - Post,8.0,2,5,2,NZL,2.0,LOPES DA SILVA C,2 - 2,394,NZL,6:34
Turnover foul,8.0,2,5,2,NZL,2.0,TARDY M,2 - 2,372,FRA,6:12
Steal,1.0,2,5,2,NZL,2.0,MILLAR B,2 - 2,372,NZL,6:12
Turnover foul,7.0,2,5,2,NZL,2.0,CHASE M,2 - 2,343,NZL,5:43
Steal,8.0,2,5,2,NZL,2.0,TARDY M,2 - 2,343,FRA,5:43
5m shot - Missed,7.0,2,5,2,NZL,2.0,BARBIEUX M,2 - 2,320,FRA,5:20
5m shot - Post,9.0,2,5,2,NZL,2.0,STONEMAN E,2 - 2,291,NZL,4:51
Action shot - Goal,6.0,3,5,2,NZL,2.0,MAHIEU G,2 - 3,267,FRA,4:27
5m shot - Post,6.0,3,5,2,NZL,2.0,LANDRY S,2 - 3,243,NZL,4:03
Action shot - Goal,10.0,3,5,3,NZL,2.0,DANCE L,3 - 3,237,NZL,3:57
Action shot - Missed,3.0,3,5,3,NZL,2.0,BACHELIER L,3 - 3,217,FRA,3:37
Turnover foul,10.0,3,5,3,NZL,2.0,DANCE L,3 - 3,191,NZL,3:11
Steal,2.0,3,5,3,NZL,2.0,MILLOT E,3 - 3,191,FRA,3:11
Action shot - Post,2.0,3,5,3,NZL,2.0,MILLOT E,3 - 3,172,FRA,2:52
Turnover foul,12.0,3,5,3,NZL,2.0,MYLES J,3 - 3,148,NZL,2:28
Steal,4.0,3,5,3,NZL,2.0,SACRE A,3 - 3,148,FRA,2:28
