Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Action shot - Post,11.0,1,0,RSA,1.0,FISCHER M,0 - 4,126,USA,2:06,4
Turnover foul,5.0,1,0,RSA,1.0,SCHOOLING M,0 - 4,100,RSA,1:40,4
Steal,8.0,1,0,RSA,1.0,NEUSHUL K,0 - 4,100,USA,1:40,4
20 sec. exclusion in field,7.0,1,0,RSA,1.0,RANEY J,0 - 4,89,USA,1:29,4
Turnover foul,8.0,1,0,RSA,1.0,KEEVY A,0 - 4,58,RSA,0:58,4
Steal,5.0,1,0,RSA,1.0,HAUSCHILD P,0 - 4,58,USA,0:58,4
Counter attack - Goal,4.0,1,0,RSA,1.0,FATTAL R,0 - 5,46,USA,0:46,5
Turnover foul,7.0,1,0,RSA,1.0,WESSELS C,0 - 5,32,RSA,0:32,5
Action shot - Goal,10.0,1,0,RSA,1.0,NEUSHUL J,0 - 6,26,USA,0:26,6
Starting goalkeeper,13.0,1,0,RSA,2.0,NIXON L,0 - 6,480,RSA,8:00,6
Starting goalkeeper,1.0,1,0,RSA,2.0,STONE G,0 - 6,480,USA,8:00,6
Sprint won possession,4.0,1,0,RSA,2.0,FATTAL R,0 - 6,480,USA,8:00,6
Centre shot - Goal,4.0,1,0,RSA,2.0,FATTAL R,0 - 7,452,USA,7:32,7
Centre shot - Missed,12.0,1,0,RSA,2.0,WHITE K,0 - 7,423,RSA,7:03,7
Action shot - Goal,4.0,1,0,RSA,2.0,FATTAL R,0 - 8,417,USA,6:57,8
5m shot - Post,7.0,1,0,RSA,2.0,WESSELS C,0 - 8,386,RSA,6:26,8
Action shot - Missed,11.0,1,0,RSA,2.0,FISCHER M,0 - 8,367,USA,6:07,8
Counter attack - Goal,10.0,1,0,RSA,2.0,NEUSHUL J,0 - 9,327,USA,5:27,9
Action shot - Saved,9.0,1,0,RSA,2.0,SMIT Z,0 - 9,308,RSA,5:08,9
Action shot - Goal,5.0,1,0,RSA,2.0,HAUSCHILD P,0 - 10,298,USA,4:58,10
Turnover foul,10.0,1,0,RSA,2.0,MANSON M,0 - 10,267,RSA,4:27,10
Steal,1.0,1,0,RSA,2.0,STONE G,0 - 10,267,USA,4:27,10
20 sec. exclusion in centre,5.0,1,0,RSA,2.0,SCHOOLING M,0 - 10,243,RSA,4:03,10
Extra player shot - Saved,12.0,1,0,RSA,2.0,WILLIAMS A,0 - 10,229,USA,3:49,10
5m shot - Saved,11.0,1,0,RSA,2.0,BARRETT N,0 - 10,212,RSA,3:32,10
Time-Out,,1,0,RSA,2.0,,0 - 10,210,USA,3:30,10
Centre shot - Post,9.0,1,0,RSA,2.0,FISCHER A,0 - 10,194,USA,3:14,10
Turnover foul,5.0,1,0,RSA,2.0,SCHOOLING M,0 - 10,164,RSA,2:44,10
Action shot - Goal,3.0,1,0,RSA,2.0,SEIDEMANN M,0 - 11,144,USA,2:24,11
Turnover foul,9.0,1,0,RSA,2.0,SMIT Z,0 - 11,115,RSA,1:55,11
Steal,10.0,1,0,RSA,2.0,NEUSHUL J,0 - 11,115,USA,1:55,11
Centre shot - Goal,8.0,1,0,RSA,2.0,NEUSHUL K,0 - 12,103,USA,1:43,12
Turnover foul,5.0,1,0,RSA,2.0,SCHOOLING M,0 - 12,84,RSA,1:24,12
Steal,3.0,1,0,RSA,2.0,SEIDEMANN M,0 - 12,84,USA,1:24,12
Turnover foul,9.0,1,0,RSA,2.0,FISCHER A,0 - 12,63,USA,1:03,12
Steal,13.0,1,0,RSA,2.0,NIXON L,0 - 12,63,RSA,1:03,12
Turnover foul,RSA 5,1,0,RSA,4.0,SCHOOLING M,0 - 12,15,,0:15,12
Time-Out,,1,0,RSA,2.0,,0 - 12,63,RSA,1:03,12
Action shot - Post,2.0,1,0,RSA,2.0,PENNEY A,0 - 12,29,RSA,0:29,12
Centre shot - Goal,3.0,1,0,RSA,2.0,SEIDEMANN M,0 - 13,18,USA,0:18,13
20 sec. exclusion in field,9.0,1,0,RSA,2.0,FISCHER A,0 - 13,1,USA,0:01,13
Starting goalkeeper,1.0,1,0,RSA,3.0,STONE G,0 - 13,480,USA,8:00,13
Goalkeeper substitution,13.0,1,0,RSA,3.0,NIXON L,0 - 13,480,RSA,8:00,13
Goalkeeper substitution,13.0,1,0,RSA,3.0,LONGAN A,0 - 13,480,USA,8:00,13
Sprint won possession,6.0,1,0,RSA,3.0,HALLENDORFF A,0 - 13,480,RSA,8:00,13
Action shot - Goal,11.0,1,1,RSA,3.0,BARRETT N,1 - 13,459,RSA,7:39,13
Goalkeeper substitution,1.0,1,1,RSA,3.0,STONE G,1 - 13,448,USA,7:28,13
Action shot - Goal,10.0,1,1,RSA,3.0,NEUSHUL J,1 - 14,436,USA,7:16,14
Turnover foul,2.0,1,1,RSA,3.0,PENNEY A,1 - 14,410,RSA,6:50,14
Steal,12.0,1,1,RSA,3.0,WILLIAMS A,1 - 14,410,USA,6:50,14
Centre shot - Goal,3.0,1,1,RSA,3.0,SEIDEMANN M,1 - 15,386,USA,6:26,15
Turnover foul,2.0,1,1,RSA,3.0,PENNEY A,1 - 15,350,RSA,5:50,15
Steal,11.0,1,1,RSA,3.0,FISCHER M,1 - 15,350,USA,5:50,15
Action shot - Missed,4.0,1,1,RSA,3.0,FATTAL R,1 - 15,340,USA,5:40,15
20 sec. exclusion in centre,10.0,1,1,RSA,3.0,NEUSHUL J,1 - 15,324,USA,5:24,15
Action shot - Goal,2.0,1,2,RSA,3.0,PENNEY A,2 - 15,302,RSA,5:02,15
Turnover foul,5.0,1,2,RSA,3.0,HAUSCHILD P,2 - 15,277,USA,4:37,15
Steal,4.0,1,2,RSA,3.0,FAULMANN S,2 - 15,277,RSA,4:37,15
Turnover foul,9.0,1,2,RSA,3.0,SMIT Z,2 - 15,260,RSA,4:20,15
Centre shot - Goal,3.0,1,2,RSA,3.0,SEIDEMANN M,2 - 16,248,USA,4:08,16
20 sec. exclusion in field,7.0,1,2,RSA,3.0,WESSELS C,2 - 16,214,RSA,3:34,16
Action shot - Goal,8.0,1,2,RSA,3.0,NEUSHUL K,2 - 17,199,USA,3:19,17
Turnover foul,9.0,1,2,RSA,3.0,SMIT Z,2 - 17,168,RSA,2:48,17
Action shot - Post,11.0,1,2,RSA,3.0,FISCHER M,2 - 17,149,USA,2:29,17
Time-Out,,1,2,RSA,3.0,,2 - 17,147,RSA,2:27,17
Turnover foul,11.0,1,2,RSA,3.0,BARRETT N,2 - 17,120,RSA,2:00,17
Steal,8.0,1,2,RSA,3.0,NEUSHUL K,2 - 17,120,USA,2:00,17
20 sec. exclusion in centre,12.0,1,2,RSA,3.0,WHITE K,2 - 17,100,RSA,1:40,17
20 sec. exclusion in centre,7.0,1,2,RSA,3.0,WESSELS C,2 - 17,93,RSA,1:33,17
Action shot - Post,11.0,1,2,RSA,3.0,FISCHER M,2 - 17,80,USA,1:20,17
Extra player shot - Goal,9.0,1,2,RSA,3.0,FISCHER A,2 - 18,72,USA,1:12,18
Centre shot - Saved,4.0,1,2,RSA,3.0,FATTAL R,2 - 18,26,USA,0:26,18
Starting goalkeeper,13.0,1,2,RSA,4.0,NIXON L,2 - 18,480,RSA,8:00,18
Starting goalkeeper,13.0,1,2,RSA,4.0,LONGAN A,2 - 18,480,USA,8:00,18
Sprint won possession,6.0,1,2,RSA,4.0,HALLENDORFF A,2 - 18,480,RSA,8:00,18
Turnover foul,2.0,1,2,RSA,4.0,PENNEY A,2 - 18,454,RSA,7:34,18
Turnover foul,2.0,1,2,RSA,4.0,PENNEY A,2 - 18,437,RSA,7:17,18
Action shot - Goal,10.0,1,2,RSA,4.0,NEUSHUL J,2 - 19,437,USA,7:17,19
Action shot - Post,11.0,1,2,RSA,4.0,FISCHER M,2 - 19,409,USA,6:49,19
Turnover foul,2.0,1,2,RSA,4.0,PENNEY A,2 - 19,382,RSA,6:22,19
Action shot - Goal,8.0,1,2,RSA,4.0,NEUSHUL K,2 - 20,371,USA,6:11,20
Turnover foul,6.0,1,2,RSA,4.0,HALLENDORFF A,2 - 20,345,RSA,5:45,20
Steal,13.0,1,2,RSA,4.0,LONGAN A,2 - 20,345,USA,5:45,20
Action shot - Goal,3.0,1,2,RSA,4.0,SEIDEMANN M,2 - 21,335,USA,5:35,21
5m shot - Missed,7.0,1,2,RSA,4.0,WESSELS C,2 - 21,306,RSA,5:06,21
Action shot - Goal,10.0,1,2,RSA,4.0,NEUSHUL J,2 - 22,277,USA,4:37,22
Turnover foul,7.0,1,2,RSA,4.0,WESSELS C,2 - 22,263,RSA,4:23,22
Steal,10.0,1,2,RSA,4.0,NEUSHUL J,2 - 22,263,USA,4:23,22
Turnover foul,10.0,1,2,RSA,4.0,NEUSHUL J,2 - 22,244,USA,4:04,22
Steal,7.0,1,2,RSA,4.0,WESSELS C,2 - 22,244,RSA,4:04,22
5m shot - Missed,10.0,1,2,RSA,4.0,NEUSHUL J,2 - 22,193,USA,3:13,22
Turnover foul,7.0,1,2,RSA,4.0,WESSELS C,2 - 22,163,RSA,2:43,22
20 sec. exclusion in centre,12.0,1,2,RSA,4.0,WHITE K,2 - 22,138,RSA,2:18,22
Extra player shot - Goal,5.0,1,2,RSA,4.0,HAUSCHILD P,2 - 23,125,USA,2:05,23
Action shot - Saved,2.0,1,2,RSA,4.0,PENNEY A,2 - 23,94,RSA,1:34,23
Turnover foul,5.0,1,2,RSA,4.0,HAUSCHILD P,2 - 23,67,USA,1:07,23
Turnover foul,2.0,1,2,RSA,4.0,PENNEY A,2 - 23,57,RSA,0:57,23
Action shot - Goal,9.0,1,2,RSA,4.0,FISCHER A,2 - 24,49,USA,0:49,24
Starting goalkeeper,1.0,2,0,ESP,1.0,STONE G,0 - 0,480,USA,8:00,0
Starting goalkeeper,1.0,2,0,ESP,1.0,ESTER RAMOS L,0 - 0,480,ESP,8:00,0
Sprint won possession,3.0,2,0,ESP,1.0,ESPAR LLAQUET A,0 - 0,480,ESP,8:00,0
20 sec. exclusion in centre,11.0,2,0,ESP,1.0,FISCHER M,0 - 0,451,USA,7:31,0
Extra player shot - Goal,4.0,2,1,ESP,1.0,ORTIZ MUNOZ B,0 - 1,435,ESP,7:15,0
Action shot - Saved,2.0,2,1,ESP,1.0,MUSSELMAN M,0 - 1,408,USA,6:48,0
Turnover foul,8.0,2,1,ESP,1.0,PENA CARRASCO M,0 - 1,379,ESP,6:19,0
Action shot - Goal,2.0,2,1,ESP,1.0,MUSSELMAN M,1 - 1,367,USA,6:07,1
Turnover foul,8.0,2,1,ESP,1.0,PENA CARRASCO M,1 - 1,335,ESP,5:35,1
Steal,2.0,2,1,ESP,1.0,MUSSELMAN M,1 - 1,335,USA,5:35,1
5m shot - Goal,2.0,2,1,ESP,1.0,MUSSELMAN M,2 - 1,311,USA,5:11,2
5m shot - Saved,4.0,2,1,ESP,1.0,ORTIZ MUNOZ B,2 - 1,283,ESP,4:43,2
5m shot - Missed,11.0,2,1,ESP,1.0,GUAL ROVIROSA A,2 - 1,259,ESP,4:19,2
Centre shot - Goal,8.0,2,1,ESP,1.0,NEUSHUL K,3 - 1,247,USA,4:07,3
20 sec. exclusion in centre,7.0,2,1,ESP,1.0,RANEY J,3 - 1,224,USA,3:44,3
Turnover foul,3.0,2,1,ESP,1.0,ESPAR LLAQUET A,3 - 1,208,ESP,3:28,3
20 sec. exclusion in centre,2.0,2,1,ESP,1.0,BACH PASCUAL M,3 - 1,181,ESP,3:01,3
Extra player shot - Goal,4.0,2,1,ESP,1.0,FATTAL R,4 - 1,166,USA,2:46,4
Time-Out,,2,1,ESP,1.0,,4 - 1,166,ESP,2:46,4
Centre shot - Post,12.0,2,1,ESP,1.0,LEITON ARRONES P,4 - 1,148,ESP,2:28,4
Centre shot - Goal,9.0,2,1,ESP,1.0,FISCHER A,5 - 1,121,USA,2:01,5
Action shot - Missed,9.0,2,1,ESP,1.0,FORCA ARIZA J,5 - 1,98,ESP,1:38,5
Turnover foul,10.0,2,1,ESP,1.0,NEUSHUL J,5 - 1,79,USA,1:19,5
Action shot - Saved,4.0,2,1,ESP,1.0,ORTIZ MUNOZ B,5 - 1,47,ESP,0:47,5
5m shot - Goal,10.0,2,1,ESP,1.0,NEUSHUL J,6 - 1,18,USA,0:18,6
Action shot - Saved,3.0,2,1,ESP,1.0,ESPAR LLAQUET A,6 - 1,1,ESP,0:01,6
Starting goalkeeper,1.0,2,1,ESP,2.0,STONE G,6 - 1,480,USA,8:00,6
Starting goalkeeper,1.0,2,1,ESP,2.0,ESTER RAMOS L,6 - 1,480,ESP,8:00,6
Sprint won possession,4.0,2,1,ESP,2.0,FATTAL R,6 - 1,480,USA,8:00,6
20 sec. exclusion in centre,7.0,2,1,ESP,2.0,ESPAR LLAQUET C,6 - 1,456,ESP,7:36,6
Action shot - Saved,2.0,2,1,ESP,2.0,MUSSELMAN M,6 - 1,433,USA,7:13,6
Action shot - Post,2.0,2,1,ESP,2.0,MUSSELMAN M,6 - 1,380,USA,6:20,6
20 sec. exclusion in field,11.0,2,1,ESP,2.0,FISCHER M,6 - 1,377,USA,6:17,6
Action shot - Goal,6.0,2,2,ESP,2.0,LLORET GOMEZ H,6 - 2,349,ESP,5:49,6
Penalty foul,5.0,2,2,ESP,2.0,ORTIZ REYES M,6 - 2,326,ESP,5:26,6
Penalty shot - Goal,8.0,2,2,ESP,2.0,NEUSHUL K,7 - 2,326,USA,5:26,7
20 sec. exclusion in centre,12.0,2,2,ESP,2.0,WILLIAMS A,7 - 2,313,USA,5:13,7
Action shot - Goal,3.0,2,3,ESP,2.0,ESPAR LLAQUET A,7 - 3,289,ESP,4:49,7
5m shot - Saved,6.0,2,3,ESP,2.0,STEFFENS M,7 - 3,267,USA,4:27,7
5m shot - Saved,8.0,2,3,ESP,2.0,NEUSHUL K,7 - 3,238,USA,3:58,7
Action shot - Saved,10.0,2,3,ESP,2.0,CRESPI BARRIGA P,7 - 3,205,ESP,3:25,7
20 sec. exclusion in field,4.0,2,3,ESP,2.0,FATTAL R,7 - 3,189,USA,3:09,7
Extra player shot - Saved,6.0,2,3,ESP,2.0,LLORET GOMEZ H,7 - 3,174,ESP,2:54,7
Action shot - Post,10.0,2,3,ESP,2.0,NEUSHUL J,7 - 3,145,USA,2:25,7
Turnover foul,3.0,2,3,ESP,2.0,ESPAR LLAQUET A,7 - 3,126,ESP,2:06,7
Steal,8.0,2,3,ESP,2.0,NEUSHUL K,7 - 3,126,USA,2:06,7
5m shot - Saved,3.0,2,3,ESP,2.0,SEIDEMANN M,7 - 3,98,USA,1:38,7
Turnover foul,3.0,2,3,ESP,2.0,SEIDEMANN M,7 - 3,46,USA,0:46,7
Steal,1.0,2,3,ESP,2.0,ESTER RAMOS L,7 - 3,46,ESP,0:46,7
Time-Out,,2,3,ESP,2.0,,7 - 3,46,ESP,0:46,7
20 sec. exclusion in centre,3.0,2,3,ESP,2.0,SEIDEMANN M,7 - 3,24,USA,0:24,7
Action shot - Saved,7.0,2,3,ESP,2.0,ESPAR LLAQUET C,7 - 3,3,ESP,0:03,7
Time-Out,,2,3,ESP,2.0,,7 - 3,1,USA,0:01,7
5m shot - Saved,1.0,2,3,ESP,2.0,STONE G,7 - 3,1,USA,0:01,7
Starting goalkeeper,1.0,2,3,ESP,3.0,STONE G,7 - 3,480,USA,8:00,7
Starting goalkeeper,1.0,2,3,ESP,3.0,ESTER RAMOS L,7 - 3,480,ESP,8:00,7
Sprint won possession,4.0,2,3,ESP,3.0,ORTIZ MUNOZ B,7 - 3,480,ESP,8:00,7
5m shot - Saved,8.0,2,3,ESP,3.0,PENA CARRASCO M,7 - 3,451,ESP,7:31,7
Centre shot - Goal,6.0,2,3,ESP,3.0,STEFFENS M,8 - 3,421,USA,7:01,8
Turnover foul,3.0,2,3,ESP,3.0,SEIDEMANN M,8 - 3,392,USA,6:32,8
Action shot - Goal,12.0,2,3,ESP,3.0,WILLIAMS A,9 - 3,363,USA,6:03,9
5m shot - Blocked,3.0,2,3,ESP,3.0,ESPAR LLAQUET A,9 - 3,335,ESP,5:35,9
5m shot - Post,2.0,2,3,ESP,3.0,MUSSELMAN M,9 - 3,306,USA,5:06,9
Action shot - Saved,4.0,2,3,ESP,3.0,FATTAL R,9 - 3,257,USA,4:17,9
20 sec. exclusion in field,11.0,2,3,ESP,3.0,GUAL ROVIROSA A,9 - 3,251,ESP,4:11,9
Time-Out,,2,3,ESP,3.0,,9 - 3,251,USA,4:11,9
Action shot - Saved,4.0,2,3,ESP,3.0,FATTAL R,9 - 3,227,USA,3:47,9
Action shot - Saved,6.0,2,3,ESP,3.0,LLORET GOMEZ H,9 - 3,196,ESP,3:16,9
Penalty foul,1.0,2,3,ESP,3.0,STONE G,9 - 3,196,USA,3:16,9
Penalty shot - Goal,3.0,2,4,ESP,3.0,ESPAR LLAQUET A,9 - 4,196,ESP,3:16,9
20 sec. exclusion in centre,5.0,2,4,ESP,3.0,ORTIZ REYES M,9 - 4,170,ESP,2:50,9
Extra player shot - Blocked,5.0,2,4,ESP,3.0,HAUSCHILD P,9 - 4,153,USA,2:33,9
Action shot - Post,11.0,2,4,ESP,3.0,FISCHER M,9 - 4,140,USA,2:20,9
Turnover foul,12.0,2,4,ESP,3.0,LEITON ARRONES P,9 - 4,115,ESP,1:55,9
Steal,5.0,2,4,ESP,3.0,HAUSCHILD P,9 - 4,115,USA,1:55,9
Turnover foul,1.0,2,4,ESP,3.0,STONE G,9 - 4,109,USA,1:49,9
20 sec. exclusion in field,11.0,2,4,ESP,3.0,FISCHER M,9 - 4,97,USA,1:37,9
Exclusion with substitution,11.0,2,4,ESP,3.0,FISCHER M,9 - 4,97,USA,1:37,9
Time-Out,,2,4,ESP,3.0,,9 - 4,94,ESP,1:34,9
Action shot - Goal,9.0,2,5,ESP,3.0,FORCA ARIZA J,9 - 5,76,ESP,1:16,9
Action shot - Saved,9.0,2,5,ESP,3.0,FISCHER A,9 - 5,1,USA,0:01,9
Yellow card,,2,5,ESP,4.0,Team Official,9 - 5,480,USA,8:00,9
Starting goalkeeper,1.0,2,5,ESP,4.0,STONE G,9 - 5,480,USA,8:00,9
Starting goalkeeper,1.0,2,5,ESP,4.0,ESTER RAMOS L,9 - 5,480,ESP,8:00,9
Sprint won possession,3.0,2,5,ESP,4.0,ESPAR LLAQUET A,9 - 5,480,ESP,8:00,9
5m shot - Missed,4.0,2,5,ESP,4.0,ORTIZ MUNOZ B,9 - 5,451,ESP,7:31,9
20 sec. exclusion in field,5.0,2,5,ESP,4.0,ORTIZ REYES M,9 - 5,435,ESP,7:15,9
Exclusion with substitution,5.0,2,5,ESP,4.0,ORTIZ REYES M,9 - 5,435,ESP,7:15,9
Extra player shot - Goal,8.0,2,5,ESP,4.0,NEUSHUL K,10 - 5,433,USA,7:13,10
20 sec. exclusion in centre,10.0,2,5,ESP,4.0,NEUSHUL J,10 - 5,407,USA,6:47,10
Extra player shot - Goal,12.0,2,6,ESP,4.0,LEITON ARRONES P,10 - 6,387,ESP,6:27,10
Turnover foul,7.0,2,6,ESP,4.0,RANEY J,10 - 6,358,USA,5:58,10
Steal,11.0,2,6,ESP,4.0,GUAL ROVIROSA A,10 - 6,358,ESP,5:58,10
20 sec. exclusion in centre,4.0,2,6,ESP,4.0,FATTAL R,10 - 6,333,USA,5:33,10
Action shot - Blocked,3.0,2,6,ESP,4.0,ESPAR LLAQUET A,10 - 6,305,ESP,5:05,10
5m shot - Saved,4.0,2,6,ESP,4.0,ORTIZ MUNOZ B,10 - 6,280,ESP,4:40,10
20 sec. exclusion in centre,10.0,2,6,ESP,4.0,CRESPI BARRIGA P,10 - 6,262,ESP,4:22,10
Extra player shot - Goal,2.0,2,6,ESP,4.0,MUSSELMAN M,11 - 6,254,USA,4:14,11
20 sec. exclusion in centre,7.0,2,6,ESP,4.0,RANEY J,11 - 6,232,USA,3:52,11
20 sec. exclusion in field,10.0,2,6,ESP,4.0,NEUSHUL J,11 - 6,224,USA,3:44,11
Action shot - Goal,6.0,2,7,ESP,4.0,LLORET GOMEZ H,11 - 7,205,ESP,3:25,11
Turnover foul,3.0,2,7,ESP,4.0,SEIDEMANN M,11 - 7,176,USA,2:56,11
Steal,2.0,2,7,ESP,4.0,BACH PASCUAL M,11 - 7,176,ESP,2:56,11
5m shot - Saved,3.0,2,7,ESP,4.0,ESPAR LLAQUET A,11 - 7,151,ESP,2:31,11
Centre shot - Goal,4.0,2,7,ESP,4.0,FATTAL R,12 - 7,136,USA,2:16,12
5m shot - Goal,3.0,2,8,ESP,4.0,ESPAR LLAQUET A,12 - 8,105,ESP,1:45,12
5m shot - Post,7.0,2,8,ESP,4.0,RANEY J,12 - 8,77,USA,1:17,12
Turnover foul,7.0,2,8,ESP,4.0,RANEY J,12 - 8,60,USA,1:00,12
Turnover foul,2.0,2,8,ESP,4.0,BACH PASCUAL M,12 - 8,43,ESP,0:43,12
Turnover foul,7.0,2,8,ESP,4.0,RANEY J,12 - 8,43,USA,0:43,12
20 sec. exclusion in field,4.0,2,8,ESP,4.0,ORTIZ MUNOZ B,12 - 8,23,ESP,0:23,12
Extra player shot - Saved,7.0,2,8,ESP,4.0,RANEY J,12 - 8,17,USA,0:17,12
Time-Out,,2,8,ESP,4.0,,12 - 8,16,ESP,0:16,12
20 sec. exclusion in field,3.0,2,8,ESP,4.0,SEIDEMANN M,12 - 8,2,USA,0:02,12
5m shot - Saved,2.0,2,8,ESP,4.0,BACH PASCUAL M,12 - 8,1,ESP,0:01,12
Starting goalkeeper,1.0,3,0,NZL,1.0,MILICICH J,0 - 0,480,NZL,8:00,0
Starting goalkeeper,1.0,3,0,NZL,1.0,STONE G,0 - 0,480,USA,8:00,0
Sprint won possession,4.0,3,0,NZL,1.0,FATTAL R,0 - 0,480,USA,8:00,0
Action shot - Goal,8.0,3,0,NZL,1.0,NEUSHUL K,0 - 1,452,USA,7:32,1
5m shot - Missed,8.0,3,0,NZL,1.0,LOPES da SILVA C,0 - 1,423,NZL,7:03,1
20 sec. exclusion in centre,3.0,3,0,NZL,1.0,MASON K,0 - 1,399,NZL,6:39,1
5m shot,2.0,3,0,NZL,1.0,MUSSELMAN M,0 - 1,377,USA,6:17,1
5m shot - Saved,2.0,3,0,NZL,1.0,MUSSELMAN M,0 - 1,377,USA,6:17,1
Action shot - Goal,6.0,3,0,NZL,1.0,STEFFENS M,0 - 2,356,USA,5:56,2
Turnover foul,9.0,3,0,NZL,1.0,STONEMAN E,0 - 2,334,NZL,5:34,2
Steal,11.0,3,0,NZL,1.0,FISCHER M,0 - 2,334,USA,5:34,2
5m shot - Saved,11.0,3,0,NZL,1.0,FISCHER M,0 - 2,315,USA,5:15,2
Action shot - Goal,11.0,3,0,NZL,1.0,FISCHER M,0 - 3,274,USA,4:34,3
Turnover foul,10.0,3,0,NZL,1.0,BOWRY C,0 - 3,250,NZL,4:10,3
5m shot - Goal,12.0,3,0,NZL,1.0,WILLIAMS A,0 - 4,234,USA,3:54,4
Action shot - Goal,9.0,3,1,NZL,1.0,STONEMAN E,1 - 4,210,NZL,3:30,4
Action shot - Post,12.0,3,1,NZL,1.0,WILLIAMS A,1 - 4,181,USA,3:01,4
Turnover foul,2.0,3,1,NZL,1.0,LEWIS N,1 - 4,153,NZL,2:33,4
Steal,10.0,3,1,NZL,1.0,NEUSHUL J,1 - 4,153,USA,2:33,4
5m shot - Saved,12.0,3,1,NZL,1.0,WILLIAMS A,1 - 4,140,USA,2:20,4
5m shot - Goal,6.0,3,1,NZL,1.0,STEFFENS M,1 - 5,125,USA,2:05,5
20 sec. exclusion in centre,8.0,3,1,NZL,1.0,NEUSHUL K,1 - 5,117,USA,1:57,5
Time-Out,,3,1,NZL,1.0,,1 - 5,115,NZL,1:55,5
5m shot - Blocked,3.0,3,1,NZL,1.0,MASON K,1 - 5,86,NZL,1:26,5
Turnover foul,10.0,3,1,NZL,1.0,BOWRY C,1 - 5,60,NZL,1:00,5
Steal,4.0,3,1,NZL,1.0,FATTAL R,1 - 5,60,USA,1:00,5
5m shot - Goal,4.0,3,1,NZL,1.0,FATTAL R,1 - 6,35,USA,0:35,6
20 sec. exclusion in centre,6.0,3,1,NZL,1.0,STEFFENS M,1 - 6,15,USA,0:15,6
Extra player shot - Goal,8.0,3,2,NZL,1.0,LOPES da SILVA C,2 - 6,3,NZL,0:03,6
5m shot - Missed,3.0,3,2,NZL,1.0,SEIDEMANN M,2 - 6,1,USA,0:01,6
Starting goalkeeper,1.0,3,2,NZL,2.0,MILICICH J,2 - 6,480,NZL,8:00,6
Starting goalkeeper,1.0,3,2,NZL,2.0,STONE G,2 - 6,480,USA,8:00,6
Sprint won possession,4.0,3,2,NZL,2.0,FATTAL R,2 - 6,480,USA,8:00,6
Turnover foul,6.0,3,2,NZL,2.0,STEFFENS M,2 - 6,458,USA,7:38,6
Steal,2.0,3,2,NZL,2.0,LEWIS N,2 - 6,458,NZL,7:38,6
5m shot - Goal,6.0,3,2,NZL,2.0,STEFFENS M,2 - 7,415,USA,6:55,7
20 sec. exclusion in field,6.0,3,2,NZL,2.0,STEFFENS M,2 - 7,398,USA,6:38,7
Extra player shot - Goal,12.0,3,3,NZL,2.0,PYE B,3 - 7,380,NZL,6:20,7
Action shot - Goal,2.0,3,3,NZL,2.0,MUSSELMAN M,3 - 8,351,USA,5:51,8
