Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,1.0,4,1,4,USA,3.0,KOUVDOU E,4 - 4,480,GRE,8:00
Starting goalkeeper,1.0,4,1,4,USA,3.0,ARMSTRONG E,4 - 4,480,USA,8:00
Sprint won possession,6.0,4,1,4,USA,3.0,AVRAMIDOU A,4 - 4,480,GRE,8:00
5m shot - Saved,8.0,4,1,4,USA,3.0,ROUMPESI A,4 - 4,454,GRE,7:34
5m shot - Goal,5.0,4,1,5,USA,3.0,CLARK C,5 - 4,426,USA,7:06
Action shot - Goal,6.0,5,1,5,USA,3.0,AVRAMIDOU A,5 - 5,403,GRE,6:43
5m shot - Goal,7.0,5,1,6,USA,3.0,MATHEWSON C,6 - 5,376,USA,6:16
5m shot - Post,2.0,5,1,6,USA,3.0,TSOUKALA C,6 - 5,346,GRE,5:46
5m shot - Goal,8.0,6,1,6,USA,3.0,ROUMPESI A,6 - 6,284,GRE,4:44
Action shot - Saved,3.0,6,1,6,USA,3.0,SEIDEMANN M,6 - 6,262,USA,4:22
Action shot - Saved,10.0,6,1,6,USA,3.0,MANOLIOUDAKI T,6 - 6,240,GRE,4:00
20 sec. exclusion in centre,3.0,6,1,6,USA,3.0,SEIDEMANN M,6 - 6,222,USA,3:42
Turnover foul,2.0,6,1,6,USA,3.0,TSOUKALA C,6 - 6,215,GRE,3:35
Steal,8.0,6,1,6,USA,3.0,NEUSHUL K,6 - 6,215,USA,3:35
Centre shot - Goal,12.0,6,1,7,USA,3.0,CRAIG K,7 - 6,198,USA,3:18
5m shot - Saved,10.0,6,1,7,USA,3.0,MANOLIOUDAKI T,7 - 6,174,GRE,2:54
Turnover foul,12.0,6,1,7,USA,3.0,CRAIG K,7 - 6,138,USA,2:18
Steal,6.0,6,1,7,USA,3.0,AVRAMIDOU A,7 - 6,138,GRE,2:18
5m shot - Missed,2.0,6,1,7,USA,3.0,TSOUKALA C,7 - 6,125,GRE,2:05
5m shot - Saved,6.0,6,1,7,USA,3.0,STEFFENS M,7 - 6,102,USA,1:42
Action shot - Saved,8.0,6,1,7,USA,3.0,ROUMPESI A,7 - 6,69,GRE,1:09
Action shot - Goal,10.0,6,1,8,USA,3.0,RULON K,8 - 6,51,USA,0:51
5m shot - Post,8.0,6,1,8,USA,3.0,ROUMPESI A,8 - 6,23,GRE,0:23
5m shot - Missed,7.0,6,1,8,USA,3.0,MATHEWSON C,8 - 6,2,USA,0:02
Starting goalkeeper,1.0,6,1,8,USA,4.0,ARMSTRONG E,8 - 6,480,USA,8:00
Starting goalkeeper,1.0,6,1,8,USA,4.0,KOUVDOU E,8 - 6,480,GRE,8:00
Sprint won possession,5.0,6,1,8,USA,4.0,CLARK C,8 - 6,480,USA,8:00
Action shot - Goal,6.0,6,1,9,USA,4.0,STEFFENS M,9 - 6,451,USA,7:31
Centre shot - Saved,7.0,6,1,9,USA,4.0,ASIMAKI A,9 - 6,422,GRE,7:02
Action shot - Saved,9.0,6,1,9,USA,4.0,KRAUS J,9 - 6,393,USA,6:33
Action shot - Blocked,5.0,6,1,9,USA,4.0,CLARK C,9 - 6,364,USA,6:04
5m shot - Post,2.0,6,1,9,USA,4.0,TSOUKALA C,9 - 6,336,GRE,5:36
Action shot - Post,10.0,6,1,9,USA,4.0,MANOLIOUDAKI T,9 - 6,315,GRE,5:15
Turnover foul,6.0,6,1,9,USA,4.0,STEFFENS M,9 - 6,286,USA,4:46
20 sec. exclusion in centre,4.0,6,1,9,USA,4.0,FATTAL R,9 - 6,274,USA,4:34
Extra player shot - Blocked,6.0,6,1,9,USA,4.0,AVRAMIDOU A,9 - 6,256,GRE,4:16
Action shot - Goal,8.0,6,1,10,USA,4.0,NEUSHUL K,10 - 6,241,USA,4:01
20 sec. exclusion in centre,3.0,6,1,10,USA,4.0,SEIDEMANN M,10 - 6,220,USA,3:40
Exclusion with substitution,3.0,6,1,10,USA,4.0,SEIDEMANN M,10 - 6,220,USA,3:40
Extra player shot,7.0,6,1,10,USA,4.0,ASIMAKI A,10 - 6,209,GRE,3:29
Turnover foul,6.0,6,1,10,USA,4.0,STEFFENS M,10 - 6,192,USA,3:12
Steal,11.0,6,1,10,USA,4.0,PLEVRITOU E,10 - 6,192,GRE,3:12
Turnover foul,7.0,6,1,10,USA,4.0,ASIMAKI A,10 - 6,174,GRE,2:54
Steal,10.0,6,1,10,USA,4.0,RULON K,10 - 6,174,USA,2:54
Action shot - Goal,6.0,6,1,11,USA,4.0,STEFFENS M,11 - 6,147,USA,2:27
Action shot - Goal,2.0,7,1,11,USA,4.0,TSOUKALA C,11 - 7,122,GRE,2:02
Action shot - Post,6.0,7,1,11,USA,4.0,STEFFENS M,11 - 7,95,USA,1:35
5m shot - Blocked,2.0,7,1,11,USA,4.0,TSOUKALA C,11 - 7,77,GRE,1:17
Action shot - Goal,6.0,7,1,12,USA,4.0,STEFFENS M,12 - 7,53,USA,0:53
5m shot - Goal,2.0,8,1,12,USA,4.0,TSOUKALA C,12 - 8,33,GRE,0:33
5m shot - Missed,6.0,8,1,12,USA,4.0,STEFFENS M,12 - 8,7,USA,0:07
5m shot - Saved,2.0,8,1,12,USA,4.0,TSOUKALA C,12 - 8,1,GRE,0:01
Starting goalkeeper,1.0,0,2,0,GBR,1.0,MORRIS R,0 - 0,480,GBR,8:00
Starting goalkeeper,1.0,0,2,0,GBR,1.0,KOUVDOU E,0 - 0,480,GRE,8:00
Sprint won possession,2.0,0,2,0,GBR,1.0,WILCOX C,0 - 0,480,GBR,8:00
Turnover foul,10.0,0,2,0,GBR,1.0,WINSTANLEY-SMITH A,0 - 0,451,GBR,7:31
Steal,10.0,0,2,0,GBR,1.0,MANOLIOUDAKI T,0 - 0,451,GRE,7:31
Centre shot - Blocked,7.0,0,2,0,GBR,1.0,ASIMAKI A,0 - 0,430,GRE,7:10
Turnover foul,10.0,0,2,0,GBR,1.0,WINSTANLEY-SMITH A,0 - 0,407,GBR,6:47
Steal,10.0,0,2,0,GBR,1.0,MANOLIOUDAKI T,0 - 0,407,GRE,6:47
Action shot - Post,4.0,0,2,0,GBR,1.0,PSOUNI I,0 - 0,379,GRE,6:19
Centre shot - Goal,7.0,0,2,1,GBR,1.0,GIBSON L,1 - 0,355,GBR,5:55
Turnover foul,2.0,0,2,1,GBR,1.0,TSOUKALA C,1 - 0,332,GRE,5:32
Steal,4.0,0,2,1,GBR,1.0,GIBSON-BYRNE C,1 - 0,332,GBR,5:32
5m shot - Blocked,6.0,0,2,1,GBR,1.0,NIXON C,1 - 0,310,GBR,5:10
20 sec. exclusion in field,6.0,0,2,1,GBR,1.0,NIXON C,1 - 0,308,GBR,5:08
Centre shot - Post,7.0,0,2,1,GBR,1.0,ASIMAKI A,1 - 0,282,GRE,4:42
5m shot - Blocked,4.0,0,2,1,GBR,1.0,GIBSON-BYRNE C,1 - 0,260,GBR,4:20
Turnover foul,7.0,0,2,1,GBR,1.0,ASIMAKI A,1 - 0,231,GRE,3:51
Turnover foul,5.0,0,2,1,GBR,1.0,HOY A,1 - 0,219,GBR,3:39
Steal,10.0,0,2,1,GBR,1.0,MANOLIOUDAKI T,1 - 0,219,GRE,3:39
Penalty foul,8.0,0,2,1,GBR,1.0,MUSGROVE H,1 - 0,199,GBR,3:19
Penalty shot - Goal,2.0,1,2,1,GBR,1.0,TSOUKALA C,1 - 1,199,GRE,3:19
Turnover foul,11.0,1,2,1,GBR,1.0,CLAYTON F,1 - 1,180,GBR,3:00
Steal,10.0,1,2,1,GBR,1.0,MANOLIOUDAKI T,1 - 1,180,GRE,3:00
Centre shot - Post,10.0,1,2,1,GBR,1.0,MANOLIOUDAKI T,1 - 1,153,GRE,2:33
Turnover foul,10.0,1,2,1,GBR,1.0,WINSTANLEY-SMITH A,1 - 1,126,GBR,2:06
Steal,6.0,1,2,1,GBR,1.0,AVRAMIDOU A,1 - 1,126,GRE,2:06
Turnover foul,7.0,1,2,1,GBR,1.0,ASIMAKI A,1 - 1,111,GRE,1:51
Steal,8.0,1,2,1,GBR,1.0,MUSGROVE H,1 - 1,111,GBR,1:51
Centre shot - Saved,7.0,1,2,1,GBR,1.0,ASIMAKI A,1 - 1,72,GRE,1:12
Turnover foul,10.0,1,2,1,GBR,1.0,WINSTANLEY-SMITH A,1 - 1,51,GBR,0:51
Steal,1.0,1,2,1,GBR,1.0,KOUVDOU E,1 - 1,51,GRE,0:51
Action shot - Missed,8.0,1,2,1,GBR,1.0,ROUMPESI A,1 - 1,25,GRE,0:25
Starting goalkeeper,1.0,1,2,1,GBR,2.0,MORRIS R,1 - 1,480,GBR,8:00
Starting goalkeeper,1.0,1,2,1,GBR,2.0,KOUVDOU E,1 - 1,480,GRE,8:00
Sprint won possession,6.0,1,2,1,GBR,2.0,AVRAMIDOU A,1 - 1,480,GRE,8:00
Turnover foul,8.0,1,2,1,GBR,2.0,ROUMPESI A,1 - 1,469,GRE,7:49
Steal,1.0,1,2,1,GBR,2.0,MORRIS R,1 - 1,469,GBR,7:49
20 sec. exclusion in field,7.0,1,2,1,GBR,2.0,ASIMAKI A,1 - 1,467,GRE,7:47
Action shot - Saved,7.0,1,2,1,GBR,2.0,GIBSON L,1 - 1,438,GBR,7:18
5m shot - Goal,2.0,2,2,1,GBR,2.0,TSOUKALA C,1 - 2,410,GRE,6:50
5m shot - Missed,10.0,2,2,1,GBR,2.0,WINSTANLEY-SMITH A,1 - 2,392,GBR,6:32
Action shot - Blocked,6.0,2,2,1,GBR,2.0,AVRAMIDOU A,1 - 2,369,GRE,6:09
Centre shot - Goal,7.0,2,2,2,GBR,2.0,GIBSON L,2 - 2,349,GBR,5:49
Action shot - Missed,2.0,2,2,2,GBR,2.0,TSOUKALA C,2 - 2,327,GRE,5:27
Turnover foul,6.0,2,2,2,GBR,2.0,NIXON C,2 - 2,321,GBR,5:21
Centre shot - Saved,7.0,2,2,2,GBR,2.0,ASIMAKI A,2 - 2,301,GRE,5:01
5m shot - Saved,3.0,2,2,2,GBR,2.0,McCANN F,2 - 2,273,GBR,4:33
20 sec. exclusion in centre,6.0,2,2,2,GBR,2.0,NIXON C,2 - 2,250,GBR,4:10
Extra player shot - Saved,3.0,2,2,2,GBR,2.0,DIAMANTOPOULOU V,2 - 2,232,GRE,3:52
5m shot - Missed,11.0,2,2,2,GBR,2.0,CLAYTON F,2 - 2,213,GBR,3:33
Centre shot - Goal,7.0,3,2,2,GBR,2.0,ASIMAKI A,2 - 3,200,GRE,3:20
5m shot - Goal,4.0,3,2,3,GBR,2.0,GIBSON-BYRNE C,3 - 3,173,GBR,2:53
Action shot - Blocked,10.0,3,2,3,GBR,2.0,MANOLIOUDAKI T,3 - 3,148,GRE,2:28
5m shot - Missed,8.0,3,2,3,GBR,2.0,MUSGROVE H,3 - 3,128,GBR,2:08
Turnover foul,6.0,3,2,3,GBR,2.0,AVRAMIDOU A,3 - 3,115,GRE,1:55
Steal,8.0,3,2,3,GBR,2.0,MUSGROVE H,3 - 3,115,GBR,1:55
Action shot - Blocked,4.0,3,2,3,GBR,2.0,GIBSON-BYRNE C,3 - 3,86,GBR,1:26
Action shot - Post,10.0,3,2,3,GBR,2.0,MANOLIOUDAKI T,3 - 3,60,GRE,1:00
20 sec. exclusion in centre,8.0,3,2,3,GBR,2.0,ROUMPESI A,3 - 3,32,GRE,0:32
5m shot - Post,8.0,3,2,3,GBR,2.0,MUSGROVE H,3 - 3,2,GBR,0:02
Starting goalkeeper,1.0,3,2,3,GBR,3.0,MORRIS R,3 - 3,480,GBR,8:00
Starting goalkeeper,1.0,3,2,3,GBR,3.0,KOUVDOU E,3 - 3,480,GRE,8:00
Sprint won possession,2.0,3,2,3,GBR,3.0,WILCOX C,3 - 3,480,GBR,8:00
20 sec. exclusion in centre,10.0,3,2,3,GBR,4.0,WINSTANLEY-SMITH A,3 - 3,27,GBR,0:27
Extra player shot - Post,11.0,3,2,3,GBR,4.0,PLEVRITOU E,3 - 3,12,GRE,0:12
Centre shot - Missed,7.0,3,2,3,GBR,3.0,GIBSON L,3 - 3,461,GBR,7:41
Centre shot - Goal,7.0,4,2,3,GBR,3.0,ASIMAKI A,3 - 4,444,GRE,7:24
Turnover foul,7.0,4,2,3,GBR,3.0,GIBSON L,3 - 4,428,GBR,7:08
Centre shot - Goal,7.0,5,2,3,GBR,3.0,ASIMAKI A,3 - 5,415,GRE,6:55
Turnover foul,8.0,5,2,3,GBR,3.0,MUSGROVE H,3 - 5,387,GBR,6:27
Steal,2.0,5,2,3,GBR,3.0,TSOUKALA C,3 - 5,387,GRE,6:27
Centre shot - Goal,6.0,6,2,3,GBR,3.0,AVRAMIDOU A,3 - 6,363,GRE,6:03
Time-Out,,6,2,3,GBR,3.0,,3 - 6,363,GBR,6:03
Turnover foul,2.0,6,2,3,GBR,3.0,WILCOX C,3 - 6,335,GBR,5:35
Steal,1.0,6,2,3,GBR,3.0,KOUVDOU E,3 - 6,335,GRE,5:35
Centre shot - Missed,7.0,6,2,3,GBR,3.0,ASIMAKI A,3 - 6,310,GRE,5:10
20 sec. exclusion in field,2.0,6,2,3,GBR,3.0,TSOUKALA C,3 - 6,300,GRE,5:00
Extra player shot - Saved,4.0,6,2,3,GBR,3.0,GIBSON-BYRNE C,3 - 6,283,GBR,4:43
Action shot - Missed,2.0,6,2,3,GBR,3.0,WILCOX C,3 - 6,263,GBR,4:23
Turnover foul,7.0,6,2,3,GBR,3.0,ASIMAKI A,3 - 6,247,GRE,4:07
20 sec. exclusion in centre,10.0,6,2,3,GBR,3.0,MANOLIOUDAKI T,3 - 6,225,GRE,3:45
Extra player shot - Saved,6.0,6,2,3,GBR,3.0,NIXON C,3 - 6,205,GBR,3:25
Penalty foul,6.0,6,2,3,GBR,3.0,AVRAMIDOU A,3 - 6,204,GRE,3:24
Penalty shot - Goal,4.0,6,2,4,GBR,3.0,GIBSON-BYRNE C,4 - 6,204,GBR,3:24
5m shot - Goal,4.0,7,2,4,GBR,3.0,PSOUNI I,4 - 7,177,GRE,2:57
Turnover foul,9.0,7,2,4,GBR,3.0,ETIEBET P,4 - 7,158,GBR,2:38
Steal,1.0,7,2,4,GBR,3.0,KOUVDOU E,4 - 7,158,GRE,2:38
5m shot - Missed,2.0,7,2,4,GBR,3.0,TSOUKALA C,4 - 7,132,GRE,2:12
5m shot - Missed,11.0,7,2,4,GBR,3.0,CLAYTON F,4 - 7,117,GBR,1:57
Turnover foul,10.0,7,2,4,GBR,3.0,MANOLIOUDAKI T,4 - 7,92,GRE,1:32
Steal,4.0,7,2,4,GBR,3.0,GIBSON-BYRNE C,4 - 7,92,GBR,1:32
20 sec. exclusion in field,6.0,7,2,4,GBR,3.0,AVRAMIDOU A,4 - 7,82,GRE,1:22
Extra player shot - Goal,10.0,7,2,5,GBR,3.0,WINSTANLEY-SMITH A,5 - 7,81,GBR,1:21
20 sec. exclusion in field,11.0,7,2,5,GBR,3.0,CLAYTON F,5 - 7,58,GBR,0:58
Extra player shot - Goal,7.0,8,2,5,GBR,3.0,ASIMAKI A,5 - 8,49,GRE,0:49
Turnover foul,7.0,8,2,5,GBR,3.0,GIBSON L,5 - 8,21,GBR,0:21
Steal,2.0,8,2,5,GBR,3.0,TSOUKALA C,5 - 8,21,GRE,0:21
Turnover foul,6.0,8,2,5,GBR,3.0,AVRAMIDOU A,5 - 8,2,GRE,0:02
5m shot - Saved,4.0,8,2,5,GBR,3.0,GIBSON-BYRNE C,5 - 8,1,GBR,0:01
Starting goalkeeper,1.0,8,2,5,GBR,4.0,MORRIS R,5 - 8,480,GBR,8:00
Starting goalkeeper,1.0,8,2,5,GBR,4.0,KOUVDOU E,5 - 8,480,GRE,8:00
Sprint won possession,2.0,8,2,5,GBR,4.0,WILCOX C,5 - 8,480,GBR,8:00
Turnover foul,7.0,8,2,5,GBR,4.0,GIBSON L,5 - 8,451,GBR,7:31
Steal,8.0,8,2,5,GBR,4.0,ROUMPESI A,5 - 8,451,GRE,7:31
Action shot - Goal,2.0,9,2,5,GBR,4.0,TSOUKALA C,5 - 9,425,GRE,7:05
20 sec. exclusion in field,8.0,9,2,5,GBR,4.0,ROUMPESI A,5 - 9,412,GRE,6:52
Action shot - Goal,2.0,9,2,6,GBR,4.0,WILCOX C,6 - 9,388,GBR,6:28
20 sec. exclusion in centre,3.0,9,2,6,GBR,4.0,McCANN F,6 - 9,368,GBR,6:08
Extra player shot - Goal,7.0,10,2,6,GBR,4.0,ASIMAKI A,6 - 10,359,GRE,5:59
Turnover foul,7.0,10,2,6,GBR,4.0,GIBSON L,6 - 10,328,GBR,5:28
Steal,8.0,10,2,6,GBR,4.0,ROUMPESI A,6 - 10,328,GRE,5:28
Action shot - Post,8.0,10,2,6,GBR,4.0,ROUMPESI A,6 - 10,303,GRE,5:03
5m shot - Goal,11.0,10,2,7,GBR,4.0,CLAYTON F,7 - 10,281,GBR,4:41
Action shot - Saved,6.0,10,2,7,GBR,4.0,AVRAMIDOU A,7 - 10,256,GRE,4:16
Centre shot - Goal,10.0,11,2,7,GBR,4.0,MANOLIOUDAKI T,7 - 11,255,GRE,4:15
Time-Out,,11,2,7,GBR,4.0,,7 - 11,255,GBR,4:15
20 sec. exclusion in centre,4.0,11,2,7,GBR,4.0,PSOUNI I,7 - 11,245,GRE,4:05
Extra player shot - Blocked,4.0,11,2,7,GBR,4.0,GIBSON-BYRNE C,7 - 11,240,GBR,4:00
20 sec. exclusion in centre,8.0,11,2,7,GBR,4.0,MUSGROVE H,7 - 11,220,GBR,3:40
Time-Out,,11,2,7,GBR,4.0,,7 - 11,220,GRE,3:40
Extra player shot - Goal,2.0,12,2,7,GBR,4.0,TSOUKALA C,7 - 12,202,GRE,3:22
5m shot - Saved,11.0,12,2,7,GBR,4.0,CLAYTON F,7 - 12,175,GBR,2:55
Penalty foul,7.0,12,2,7,GBR,4.0,GIBSON L,7 - 12,152,GBR,2:32
Penalty shot - Goal,6.0,13,2,7,GBR,4.0,AVRAMIDOU A,7 - 13,152,GRE,2:32
Action shot - Post,4.0,13,2,7,GBR,4.0,GIBSON-BYRNE C,7 - 13,131,GBR,2:11
20 sec. exclusion in centre,5.0,13,2,7,GBR,4.0,HOY A,7 - 13,102,GBR,1:42
Turnover foul,12.0,13,2,7,GBR,4.0,BENEKOU A,7 - 13,78,GRE,1:18
5m shot - Saved,3.0,13,2,7,GBR,4.0,McCANN F,7 - 13,56,GBR,0:56
5m shot - Saved,4.0,13,2,7,GBR,4.0,GIBSON-BYRNE C,7 - 13,3,GBR,0:03
Starting goalkeeper,1.0,0,3,0,CAN,1.0,KOUVDOU E,0 - 0,480,GRE,8:00
Starting goalkeeper,1.0,0,3,0,CAN,1.0,RELTON M,0 - 0,480,CAN,8:00
Sprint won possession,4.0,0,3,0,CAN,1.0,PSOUNI I,0 - 0,480,GRE,8:00
20 sec. exclusion in field,8.0,0,3,0,CAN,1.0,PERREAULT D,0 - 0,461,CAN,7:41
Action shot - Goal,8.0,1,3,0,CAN,1.0,ROUMPESI A,0 - 1,438,GRE,7:18
Turnover foul,2.0,1,3,0,CAN,1.0,ALOGBO K,0 - 1,409,CAN,6:49
Steal,6.0,1,3,0,CAN,1.0,AVRAMIDOU A,0 - 1,409,GRE,6:49
Action shot - Goal,2.0,2,3,0,CAN,1.0,TSOUKALA C,0 - 2,381,GRE,6:21
5m shot - Saved,7.0,2,3,0,CAN,1.0,BEKHAZI J,0 - 2,352,CAN,5:52
Centre shot - Missed,7.0,2,3,0,CAN,1.0,ASIMAKI A,0 - 2,328,GRE,5:28
Action shot - Saved,5.0,2,3,0,CAN,1.0,EGGENS M,0 - 2,308,CAN,5:08
20 sec. exclusion in centre,4.0,2,3,0,CAN,1.0,WRIGHT E,0 - 2,297,CAN,4:57
Action shot - Goal,2.0,3,3,0,CAN,1.0,TSOUKALA C,0 - 3,276,GRE,4:36
Turnover foul,3.0,3,3,0,CAN,1.0,MONTON K,0 - 3,258,CAN,4:18
Steal,6.0,3,3,0,CAN,1.0,AVRAMIDOU A,0 - 3,258,GRE,4:18
Action shot - Saved,2.0,3,3,0,CAN,1.0,TSOUKALA C,0 - 3,233,GRE,3:53
Action shot - Goal,7.0,3,3,1,CAN,1.0,BEKHAZI J,1 - 3,211,CAN,3:31
Turnover foul,7.0,3,3,1,CAN,1.0,ASIMAKI A,1 - 3,190,GRE,3:10
Steal,12.0,3,3,1,CAN,1.0,RADU M,1 - 3,190,CAN,3:10
Penalty foul,4.0,3,3,1,CAN,1.0,PSOUNI I,1 - 3,172,GRE,2:52
Penalty shot - Post,7.0,3,3,1,CAN,1.0,BEKHAZI J,1 - 3,172,CAN,2:52
20 sec. exclusion in centre,9.0,3,3,1,CAN,1.0,EGGENS C,1 - 3,162,CAN,2:42
Action shot - Blocked,6.0,3,3,1,CAN,1.0,AVRAMIDOU A,1 - 3,139,GRE,2:19
Turnover foul,6.0,3,3,1,CAN,1.0,AVRAMIDOU A,1 - 3,118,GRE,1:58
Steal,5.0,3,3,1,CAN,1.0,EGGENS M,1 - 3,118,CAN,1:58
20 sec. exclusion in centre,10.0,3,3,1,CAN,1.0,MANOLIOUDAKI T,1 - 3,98,GRE,1:38
Turnover foul,10.0,3,3,1,CAN,1.0,ROBINSON C,1 - 3,73,CAN,1:13
Centre shot - Post,7.0,3,3,1,CAN,1.0,ASIMAKI A,1 - 3,56,GRE,0:56
Centre shot - Goal,3.0,3,3,2,CAN,1.0,MONTON K,2 - 3,32,CAN,0:32
20 sec. exclusion in centre,10.0,3,3,2,CAN,1.0,ROBINSON C,2 - 3,3,CAN,0:03
Starting goalkeeper,1.0,3,3,2,CAN,2.0,RELTON M,2 - 3,480,CAN,8:00
Starting goalkeeper,1.0,3,3,2,CAN,2.0,KOUVDOU E,2 - 3,480,GRE,8:00
Sprint won possession,6.0,3,3,2,CAN,2.0,AVRAMIDOU A,2 - 3,480,GRE,8:00
Action shot - Saved,8.0,3,3,2,CAN,2.0,ROUMPESI A,2 - 3,453,GRE,7:33
5m shot - Saved,7.0,3,3,2,CAN,2.0,BEKHAZI J,2 - 3,436,CAN,7:16
Centre shot - Goal,2.0,3,3,3,CAN,2.0,ALOGBO K,3 - 3,419,CAN,6:59
Turnover foul,7.0,3,3,3,CAN,2.0,ASIMAKI A,3 - 3,387,GRE,6:27
