Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Goal,11.0,3,1,3,AUS,2.0,KLAASSEN L,3 - 1,368,NED,6:08
Turnover foul,9.0,3,1,3,AUS,2.0,ARANCINI Z,3 - 1,339,AUS,5:39
Turnover foul,2.0,3,1,3,AUS,2.0,SMIT M,3 - 1,317,NED,5:17
20 sec. exclusion in field,2.0,3,1,3,AUS,2.0,SMIT M,3 - 1,312,NED,5:12
Action shot - Saved,8.0,3,1,3,AUS,2.0,MCGHIE G,3 - 1,283,AUS,4:43
Double exclusion,3.0,3,1,3,AUS,2.0,BUCKLING H,3 - 1,281,AUS,4:41
Double exclusion,6.0,3,1,3,AUS,2.0,STOMPHORST N,3 - 1,281,NED,4:41
Centre shot - Saved,8.0,3,1,3,AUS,2.0,MCGHIE G,3 - 1,236,AUS,3:56
Turnover foul,8.0,3,1,3,AUS,2.0,SEVENICH V,3 - 1,210,NED,3:30
Steal,9.0,3,1,3,AUS,2.0,ARANCINI Z,3 - 1,210,AUS,3:30
20 sec. exclusion in field,3.0,3,1,3,AUS,2.0,GENEE D,3 - 1,205,NED,3:25
Time-Out,,3,1,3,AUS,2.0,,3 - 1,205,AUS,3:25
Action shot - Missed,6.0,3,1,3,AUS,2.0,KNOX B,3 - 1,180,AUS,3:00
Turnover foul,7.0,3,1,3,AUS,2.0,NIJHUIS M,3 - 1,150,NED,2:30
Action shot - Post,7.0,3,1,3,AUS,2.0,WEBSTER R,3 - 1,121,AUS,2:01
5m shot - Saved,2.0,3,1,3,AUS,2.0,SMIT M,3 - 1,91,NED,1:31
Penalty foul,7.0,3,1,3,AUS,2.0,NIJHUIS M,3 - 1,80,NED,1:20
Penalty shot - Goal,10.0,3,1,4,AUS,2.0,SOUTHERN A,4 - 1,80,AUS,1:20
20 sec. exclusion in centre,12.0,3,1,4,AUS,2.0,ZAGAME N,4 - 1,58,AUS,0:58
Time-Out,,3,1,4,AUS,2.0,,4 - 1,58,NED,0:58
Action shot - Goal,4.0,3,2,4,AUS,2.0,VAN DER SLOOT C,4 - 2,31,NED,0:31
Action shot - Post,8.0,3,2,4,AUS,2.0,MCGHIE G,4 - 2,1,AUS,0:01
Starting goalkeeper,1.0,3,2,4,AUS,3.0,YANITSAS L,4 - 2,480,AUS,8:00
Starting goalkeeper,13.0,3,2,4,AUS,3.0,WILLEMSZ D,4 - 2,480,NED,8:00
Sprint won possession,9.0,3,2,4,AUS,3.0,ARANCINI Z,4 - 2,480,AUS,8:00
Turnover foul,6.0,3,2,4,AUS,3.0,KNOX B,4 - 2,461,AUS,7:41
5m shot - Post,6.0,3,2,4,AUS,3.0,KNOX B,4 - 2,401,AUS,6:41
20 sec. exclusion in centre,6.0,3,2,4,AUS,3.0,KNOX B,4 - 2,384,AUS,6:24
Extra player shot - Goal,8.0,3,3,4,AUS,3.0,SEVENICH V,4 - 3,370,NED,6:10
Yellow card,,3,3,4,AUS,3.0,Team Official,4 - 3,370,AUS,6:10
20 sec. exclusion in centre,11.0,3,3,4,AUS,3.0,KLAASSEN L,4 - 3,352,NED,5:52
Turnover foul,11.0,3,3,4,AUS,3.0,HALLIGAN B,4 - 3,322,AUS,5:22
Turnover foul,2.0,3,3,4,AUS,3.0,SMIT M,4 - 3,297,NED,4:57
20 sec. exclusion in field,2.0,3,3,4,AUS,3.0,SMIT M,4 - 3,295,NED,4:55
Extra player shot - Goal,10.0,3,3,5,AUS,3.0,SOUTHERN A,5 - 3,288,AUS,4:48
Action shot - Missed,9.0,3,3,5,AUS,3.0,MEGENS M,5 - 3,266,NED,4:26
Turnover foul,3.0,3,3,5,AUS,3.0,BUCKLING H,5 - 3,235,AUS,3:55
Action shot - Saved,8.0,3,3,5,AUS,3.0,SEVENICH V,5 - 3,217,NED,3:37
Penalty foul,11.0,3,3,5,AUS,3.0,KLAASSEN L,5 - 3,205,NED,3:25
Penalty shot - Saved,7.0,3,3,5,AUS,3.0,WEBSTER R,5 - 3,205,AUS,3:25
20 sec. exclusion in centre,5.0,3,3,5,AUS,3.0,GOFERS K,5 - 3,183,AUS,3:03
Extra player shot - Goal,8.0,3,4,5,AUS,3.0,SEVENICH V,5 - 4,182,NED,3:02
Goalkeeper substitution,13.0,3,4,5,AUS,3.0,WAKEFIELD K,5 - 4,182,AUS,3:02
Steal,4.0,3,4,5,AUS,3.0,VAN DER SLOOT C,5 - 4,152,NED,2:32
Turnover foul,8.0,3,4,5,AUS,3.0,MCGHIE G,5 - 4,152,AUS,2:32
Time-Out,,3,4,5,AUS,3.0,,5 - 4,76,NED,1:16
Action shot - Saved,6.0,3,4,5,AUS,3.0,KNOX B,5 - 4,97,AUS,1:37
Action shot - Missed,10.0,3,4,5,AUS,3.0,SOUTHERN A,5 - 4,78,AUS,1:18
20 sec. exclusion in field,6.0,3,4,5,AUS,3.0,KNOX B,5 - 4,77,AUS,1:17
Exclusion with substitution,6.0,3,4,5,AUS,3.0,KNOX B,5 - 4,77,AUS,1:17
Extra player shot - Saved,9.0,3,4,5,AUS,3.0,MEGENS M,5 - 4,57,NED,0:57
Counter attack - Goal,12.0,3,4,6,AUS,3.0,ZAGAME N,6 - 4,42,AUS,0:42
5m shot - Saved,11.0,3,4,6,AUS,3.0,KLAASSEN L,6 - 4,10,NED,0:10
Counter attack - Goal,11.0,3,4,7,AUS,3.0,HALLIGAN B,7 - 4,2,AUS,0:02
5m shot - Saved,11.0,3,4,7,AUS,3.0,KLAASSEN L,7 - 4,1,NED,0:01
Starting goalkeeper,1.0,3,4,7,AUS,4.0,YANITSAS L,7 - 4,480,AUS,8:00
Starting goalkeeper,13.0,3,4,7,AUS,4.0,WILLEMSZ D,7 - 4,480,NED,8:00
Sprint won possession,12.0,3,4,7,AUS,4.0,ZAGAME N,7 - 4,480,AUS,8:00
20 sec. exclusion in field,6.0,3,4,7,AUS,4.0,STOMPHORST N,7 - 4,465,NED,7:45
5m shot - Blocked,8.0,3,4,7,AUS,4.0,MCGHIE G,7 - 4,443,AUS,7:23
Turnover foul,2.0,3,4,7,AUS,4.0,SMIT M,7 - 4,420,NED,7:00
Steal,4.0,3,4,7,AUS,4.0,LINCOLN-SMITH H,7 - 4,420,AUS,7:00
Turnover foul,4.0,3,4,7,AUS,4.0,LINCOLN-SMITH H,7 - 4,394,AUS,6:34
5m shot - Saved,8.0,3,4,7,AUS,4.0,MCGHIE G,7 - 4,359,AUS,5:59
20 sec. exclusion in field,9.0,3,4,7,AUS,4.0,MEGENS M,7 - 4,348,NED,5:48
Action shot - Blocked,11.0,3,4,7,AUS,4.0,HALLIGAN B,7 - 4,320,AUS,5:20
20 sec. exclusion in centre,4.0,3,4,7,AUS,4.0,LINCOLN-SMITH H,7 - 4,297,AUS,4:57
Extra player shot - Goal,2.0,3,5,7,AUS,4.0,SMIT M,7 - 5,285,NED,4:45
20 sec. exclusion in field,3.0,3,5,7,AUS,4.0,GENEE D,7 - 5,266,NED,4:26
Action shot - Goal,8.0,3,5,8,AUS,4.0,MCGHIE G,8 - 5,243,AUS,4:03
5m shot - Missed,3.0,3,5,8,AUS,4.0,GENEE D,8 - 5,218,NED,3:38
5m shot - Missed,9.0,3,5,8,AUS,4.0,ARANCINI Z,8 - 5,198,AUS,3:18
Action shot - Saved,6.0,3,5,8,AUS,4.0,STOMPHORST N,8 - 5,174,NED,2:54
Turnover foul,12.0,3,5,8,AUS,4.0,ZAGAME N,8 - 5,155,AUS,2:35
Turnover foul,8.0,3,5,8,AUS,4.0,SEVENICH V,8 - 5,136,NED,2:16
Steal,2.0,3,5,8,AUS,4.0,BEADSWORTH G,8 - 5,136,AUS,2:16
Counter attack - Saved,12.0,3,5,8,AUS,4.0,ZAGAME N,8 - 5,114,AUS,1:54
20 sec. exclusion in field,2.0,3,5,8,AUS,4.0,BEADSWORTH G,8 - 5,107,AUS,1:47
Extra player shot - Saved,3.0,3,5,8,AUS,4.0,GENEE D,8 - 5,88,NED,1:28
Centre shot - Saved,10.0,3,5,8,AUS,4.0,SOUTHERN A,8 - 5,57,AUS,0:57
Turnover foul,3.0,3,5,8,AUS,4.0,GENEE D,8 - 5,38,NED,0:38
Steal,11.0,3,5,8,AUS,4.0,HALLIGAN B,8 - 5,38,AUS,0:38
Turnover foul,7.0,3,5,8,AUS,4.0,WEBSTER R,8 - 5,24,AUS,0:24
20 sec. exclusion in centre,12.0,3,5,8,AUS,4.0,ZAGAME N,8 - 5,6,AUS,0:06
Extra player shot - Goal,6.0,3,6,8,AUS,4.0,STOMPHORST N,8 - 6,2,NED,0:02
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,ZHARKIMBAYEVA A,0 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,4.0,4,0,0,KAZ,1.0,VAN DER SLOOT C,0 - 0,480,NED,8:00
Turnover foul,8.0,4,0,0,KAZ,1.0,SEVENICH V,0 - 0,453,NED,7:33
Turnover foul,11.0,4,0,0,KAZ,1.0,MIRSHINA A,0 - 0,425,KAZ,7:05
Penalty foul,8.0,4,0,0,KAZ,1.0,SAICHUK O,0 - 0,418,KAZ,6:58
Penalty shot - Goal,2.0,4,1,0,KAZ,1.0,SMIT M,0 - 1,418,NED,6:58
20 sec. exclusion in field,2.0,4,1,0,KAZ,1.0,SMIT M,0 - 1,401,NED,6:41
Extra player shot - Saved,11.0,4,1,0,KAZ,1.0,MIRSHINA A,0 - 1,389,KAZ,6:29
20 sec. exclusion in field,11.0,4,1,0,KAZ,1.0,MIRSHINA A,0 - 1,387,KAZ,6:27
Extra player shot - Post,9.0,4,1,0,KAZ,1.0,MEGENS M,0 - 1,368,NED,6:08
5m shot - Saved,11.0,4,1,0,KAZ,1.0,KLAASSEN L,0 - 1,346,NED,5:46
Turnover foul,11.0,4,1,0,KAZ,1.0,KLAASSEN L,0 - 1,340,NED,5:40
5m shot - Blocked,5.0,4,1,0,KAZ,1.0,ZAKIROVA K,0 - 1,306,KAZ,5:06
Counter attack - Goal,3.0,4,2,0,KAZ,1.0,GENEE D,0 - 2,294,NED,4:54
20 sec. exclusion in centre,6.0,4,2,0,KAZ,1.0,STOMPHORST N,0 - 2,277,NED,4:37
Extra player shot - Saved,3.0,4,2,0,KAZ,1.0,AKILBAYEVA A,0 - 2,268,KAZ,4:28
Centre shot - Saved,5.0,4,2,0,KAZ,1.0,GENEE A,0 - 2,237,NED,3:57
Action shot - Post,11.0,4,2,0,KAZ,1.0,KLAASSEN L,0 - 2,229,NED,3:49
Turnover foul,11.0,4,2,0,KAZ,1.0,KLAASSEN L,0 - 2,217,NED,3:37
Turnover foul,5.0,4,2,0,KAZ,1.0,ZAKIROVA K,0 - 2,197,KAZ,3:17
5m shot - Saved,7.0,4,2,0,KAZ,1.0,NIJHUIS M,0 - 2,178,NED,2:58
Time-Out,,4,2,0,KAZ,1.0,,0 - 2,172,KAZ,2:52
Turnover foul,8.0,4,2,0,KAZ,1.0,SAICHUK O,0 - 2,167,KAZ,2:47
Counter attack - Goal,5.0,4,3,0,KAZ,1.0,GENEE A,0 - 3,158,NED,2:38
Turnover foul,4.0,4,3,0,KAZ,1.0,TUROVA A,0 - 3,140,KAZ,2:20
Steal,11.0,4,3,0,KAZ,1.0,KLAASSEN L,0 - 3,140,NED,2:20
Turnover foul,8.0,4,3,0,KAZ,1.0,SEVENICH V,0 - 3,128,NED,2:08
5m shot - Blocked,7.0,4,3,0,KAZ,1.0,MYRZABEKOVA Z,0 - 3,117,KAZ,1:57
20 sec. exclusion in field,7.0,4,3,0,KAZ,1.0,MYRZABEKOVA Z,0 - 3,116,KAZ,1:56
Time-Out,,4,3,0,KAZ,1.0,,0 - 3,116,NED,1:56
Extra player shot - Goal,8.0,4,4,0,KAZ,1.0,SEVENICH V,0 - 4,100,NED,1:40
Turnover foul,5.0,4,4,0,KAZ,1.0,ZAKIROVA K,0 - 4,79,KAZ,1:19
Steal,2.0,4,4,0,KAZ,1.0,SMIT M,0 - 4,79,NED,1:19
Action shot - Saved,12.0,4,4,0,KAZ,1.0,VAN DER MOLEN L,0 - 4,55,NED,0:55
Turnover foul,12.0,4,4,0,KAZ,1.0,MUSSAROVA A,0 - 4,27,KAZ,0:27
Action shot - Post,2.0,4,4,0,KAZ,1.0,SMIT M,0 - 4,13,NED,0:13
5m shot - Saved,8.0,4,4,0,KAZ,1.0,SAICHUK O,0 - 4,1,KAZ,0:01
Starting goalkeeper,1.0,4,4,0,KAZ,2.0,ZHARKIMBAYEVA A,0 - 4,480,KAZ,8:00
Starting goalkeeper,1.0,4,4,0,KAZ,2.0,AARTS L,0 - 4,480,NED,8:00
Sprint won possession,6.0,4,4,0,KAZ,2.0,STOMPHORST N,0 - 4,480,NED,8:00
Turnover foul,5.0,4,4,0,KAZ,2.0,GENEE A,0 - 4,460,NED,7:40
Turnover foul,5.0,4,4,0,KAZ,2.0,ZAKIROVA K,0 - 4,432,KAZ,7:12
Counter attack - Saved,6.0,4,4,0,KAZ,2.0,STOMPHORST N,0 - 4,423,NED,7:03
Turnover foul,7.0,4,4,0,KAZ,2.0,MYRZABEKOVA Z,0 - 4,408,KAZ,6:48
20 sec. exclusion in field,5.0,4,4,0,KAZ,2.0,ZAKIROVA K,0 - 4,408,KAZ,6:48
Extra player shot - Saved,12.0,4,4,0,KAZ,2.0,VAN DER MOLEN L,0 - 4,392,NED,6:32
Centre shot - Missed,7.0,4,4,0,KAZ,2.0,MYRZABEKOVA Z,0 - 4,360,KAZ,6:00
20 sec. exclusion in field,4.0,4,4,0,KAZ,2.0,TUROVA A,0 - 4,354,KAZ,5:54
Extra player shot - Goal,10.0,4,5,0,KAZ,2.0,VAN TOORN I,0 - 5,347,NED,5:47
Action shot - Saved,12.0,4,5,0,KAZ,2.0,MUSSAROVA A,0 - 5,330,KAZ,5:30
Counter attack - Goal,4.0,4,6,0,KAZ,2.0,VAN DER SLOOT C,0 - 6,318,NED,5:18
Time-Out,,4,6,0,KAZ,2.0,,0 - 6,318,KAZ,5:18
20 sec. exclusion in centre,3.0,4,6,0,KAZ,2.0,GENEE D,0 - 6,313,NED,5:13
Extra player shot - Missed,12.0,4,6,0,KAZ,2.0,MUSSAROVA A,0 - 6,294,KAZ,4:54
Centre shot - Goal,2.0,4,7,0,KAZ,2.0,SMIT M,0 - 7,276,NED,4:36
5m shot - Saved,5.0,4,7,0,KAZ,2.0,ZAKIROVA K,0 - 7,249,KAZ,4:09
Turnover foul,8.0,4,7,0,KAZ,2.0,SEVENICH V,0 - 7,227,NED,3:47
5m shot - Missed,8.0,4,7,0,KAZ,2.0,SAICHUK O,0 - 7,209,KAZ,3:29
Action shot - Goal,8.0,4,8,0,KAZ,2.0,SEVENICH V,0 - 8,196,NED,3:16
20 sec. exclusion in centre,3.0,4,8,0,KAZ,2.0,GENEE D,0 - 8,184,NED,3:04
Extra player shot - Missed,7.0,4,8,0,KAZ,2.0,MYRZABEKOVA Z,0 - 8,165,KAZ,2:45
Turnover foul,7.0,4,8,0,KAZ,2.0,NIJHUIS M,0 - 8,139,NED,2:19
Steal,2.0,4,8,0,KAZ,2.0,YEGEMBERDIYEVA A,0 - 8,139,KAZ,2:19
Turnover foul,3.0,4,8,0,KAZ,4.0,AKILBAYEVA A,0 - 8,250,KAZ,4:10
Turnover foul,2.0,4,8,0,KAZ,4.0,SMIT M,0 - 8,241,NED,4:01
5m shot - Saved,10.0,4,8,0,KAZ,4.0,ROGA D,0 - 8,209,KAZ,3:29
Action shot - Saved,11.0,4,8,0,KAZ,4.0,KLAASSEN L,0 - 8,188,NED,3:08
20 sec. exclusion in field,7.0,4,8,0,KAZ,4.0,NIJHUIS M,0 - 8,174,NED,2:54
Extra player shot - Saved,11.0,4,8,0,KAZ,4.0,MIRSHINA A,0 - 8,163,KAZ,2:43
Counter attack - Goal,2.0,4,21,0,KAZ,4.0,SMIT M,0 - 21,150,NED,2:30
20 sec. exclusion in centre,11.0,4,21,0,KAZ,4.0,KLAASSEN L,0 - 21,140,NED,2:20
Extra player shot - Goal,11.0,4,21,1,KAZ,4.0,MIRSHINA A,1 - 21,120,KAZ,2:00
Turnover foul,10.0,4,21,1,KAZ,2.0,ROGA D,1 - 21,110,KAZ,1:50
Counter attack - Goal,7.0,4,9,0,KAZ,2.0,NIJHUIS M,0 - 9,99,NED,1:39
5m shot - Blocked,4.0,4,9,0,KAZ,2.0,TUROVA A,0 - 9,77,KAZ,1:17
Action shot - Goal,2.0,4,10,0,KAZ,2.0,SMIT M,0 - 10,59,NED,0:59
5m shot - Saved,5.0,4,10,0,KAZ,2.0,ZAKIROVA K,0 - 10,30,KAZ,0:30
Counter attack - Goal,2.0,4,11,0,KAZ,2.0,SMIT M,0 - 11,21,NED,0:21
20 sec. exclusion in field,8.0,4,11,0,KAZ,2.0,SEVENICH V,0 - 11,9,NED,0:09
Turnover foul,10.0,4,11,0,KAZ,2.0,ROGA D,0 - 11,1,KAZ,0:01
Starting goalkeeper,1.0,4,11,0,KAZ,3.0,ZHARKIMBAYEVA A,0 - 11,480,KAZ,8:00
Starting goalkeeper,1.0,4,11,0,KAZ,3.0,AARTS L,0 - 11,480,NED,8:00
Sprint won possession,6.0,4,11,0,KAZ,3.0,STOMPHORST N,0 - 11,480,NED,8:00
5m shot - Saved,10.0,4,11,0,KAZ,3.0,VAN TOORN I,0 - 11,462,NED,7:42
Turnover foul,3.0,4,11,0,KAZ,3.0,AKILBAYEVA A,0 - 11,442,KAZ,7:22
Centre shot - Goal,10.0,4,12,0,KAZ,3.0,VAN TOORN I,0 - 12,429,NED,7:09
Turnover foul,7.0,4,12,0,KAZ,3.0,MYRZABEKOVA Z,0 - 12,419,KAZ,6:59
Counter attack - Post,12.0,4,12,0,KAZ,3.0,VAN DER MOLEN L,0 - 12,408,NED,6:48
20 sec. exclusion in field,10.0,4,12,0,KAZ,3.0,VAN TOORN I,0 - 12,384,NED,6:24
5m shot - Blocked,11.0,4,12,0,KAZ,3.0,MIRSHINA A,0 - 12,357,KAZ,5:57
Counter attack - Goal,7.0,4,13,0,KAZ,3.0,NIJHUIS M,0 - 13,349,NED,5:49
5m shot - Saved,3.0,4,13,0,KAZ,3.0,AKILBAYEVA A,0 - 13,324,KAZ,5:24
Counter attack - Goal,9.0,4,14,0,KAZ,3.0,MEGENS M,0 - 14,313,NED,5:13
Turnover foul,4.0,4,14,0,KAZ,3.0,TUROVA A,0 - 14,291,KAZ,4:51
5m shot - Missed,2.0,4,14,0,KAZ,3.0,SMIT M,0 - 14,277,NED,4:37
Turnover foul,1.0,4,14,0,KAZ,3.0,ZHARKIMBAYEVA A,0 - 14,266,KAZ,4:26
Steal,7.0,4,14,0,KAZ,3.0,NIJHUIS M,0 - 14,266,NED,4:26
Counter attack - Goal,10.0,4,15,0,KAZ,3.0,VAN TOORN I,0 - 15,258,NED,4:18
Action shot - Post,4.0,4,15,0,KAZ,3.0,VAN DER SLOOT C,0 - 15,220,NED,3:40
Turnover foul,11.0,4,15,0,KAZ,3.0,MIRSHINA A,0 - 15,192,KAZ,3:12
Counter attack - Saved,8.0,4,15,0,KAZ,3.0,SEVENICH V,0 - 15,185,NED,3:05
5m shot - Missed,4.0,4,15,0,KAZ,3.0,TUROVA A,0 - 15,166,KAZ,2:46
Counter attack - Goal,3.0,4,16,0,KAZ,3.0,GENEE D,0 - 16,156,NED,2:36
20 sec. exclusion in field,11.0,4,16,0,KAZ,3.0,KLAASSEN L,0 - 16,144,NED,2:24
5m shot - Blocked,4.0,4,16,0,KAZ,3.0,TUROVA A,0 - 16,115,KAZ,1:55
Action shot - Saved,4.0,4,16,0,KAZ,3.0,VAN DER SLOOT C,0 - 16,100,NED,1:40
Time-Out,,4,16,0,KAZ,3.0,,0 - 16,100,KAZ,1:40
Action shot - Blocked,5.0,4,16,0,KAZ,3.0,ZAKIROVA K,0 - 16,67,KAZ,1:07
20 sec. exclusion in field,11.0,4,16,0,KAZ,3.0,MIRSHINA A,0 - 16,55,KAZ,0:55
Extra player shot - Goal,11.0,4,17,0,KAZ,3.0,KLAASSEN L,0 - 17,41,NED,0:41
20 sec. exclusion in centre,10.0,4,17,0,KAZ,3.0,VAN TOORN I,0 - 17,29,NED,0:29
Extra player shot - Blocked,2.0,4,17,0,KAZ,3.0,YEGEMBERDIYEVA A,0 - 17,10,KAZ,0:10
5m shot - Missed,4.0,4,17,0,KAZ,3.0,VAN DER SLOOT C,0 - 17,1,NED,0:01
Starting goalkeeper,1.0,4,17,0,KAZ,4.0,ZHARKIMBAYEVA A,0 - 17,480,KAZ,8:00
Starting goalkeeper,1.0,4,17,0,KAZ,4.0,AARTS L,0 - 17,480,NED,8:00
Sprint won possession,5.0,4,17,0,KAZ,4.0,ZAKIROVA K,0 - 17,480,KAZ,8:00
Centre shot - Saved,7.0,4,17,0,KAZ,4.0,MYRZABEKOVA Z,0 - 17,461,KAZ,7:41
Counter attack - Goal,10.0,4,18,0,KAZ,4.0,VAN TOORN I,0 - 18,452,NED,7:32
20 sec. exclusion in field,10.0,4,18,0,KAZ,4.0,VAN TOORN I,0 - 18,440,NED,7:20
Exclusion with substitution,10.0,4,18,0,KAZ,4.0,VAN TOORN I,0 - 18,440,NED,7:20
Action shot - Missed,5.0,4,18,0,KAZ,4.0,ZAKIROVA K,0 - 18,422,KAZ,7:02
20 sec. exclusion in centre,8.0,4,18,0,KAZ,4.0,SAICHUK O,0 - 18,411,KAZ,6:51
Extra player shot - Goal,9.0,4,19,0,KAZ,4.0,MEGENS M,0 - 19,407,NED,6:47
Turnover foul,7.0,4,19,0,KAZ,4.0,MYRZABEKOVA Z,0 - 19,389,KAZ,6:29
Counter attack - Saved,2.0,4,19,0,KAZ,4.0,SMIT M,0 - 19,381,NED,6:21
Turnover foul,11.0,4,19,0,KAZ,4.0,MIRSHINA A,0 - 19,363,KAZ,6:03
Steal,12.0,4,19,0,KAZ,4.0,VAN DER MOLEN L,0 - 19,363,NED,6:03
5m shot - Missed,9.0,4,19,0,KAZ,4.0,MEGENS M,0 - 19,341,NED,5:41
Turnover foul,8.0,4,19,0,KAZ,4.0,SAICHUK O,0 - 19,319,KAZ,5:19
Steal,12.0,4,19,0,KAZ,4.0,VAN DER MOLEN L,0 - 19,319,NED,5:19
Turnover foul,12.0,4,19,0,KAZ,4.0,VAN DER MOLEN L,0 - 19,300,NED,5:00
Steal,8.0,4,19,0,KAZ,4.0,SAICHUK O,0 - 19,300,KAZ,5:00
Time-Out,,4,19,0,KAZ,4.0,,0 - 19,298,KAZ,4:58
20 sec. exclusion in field,2.0,4,19,0,KAZ,4.0,SMIT M,0 - 19,283,NED,4:43
Extra player shot - Saved,4.0,4,19,0,KAZ,4.0,TUROVA A,0 - 19,274,KAZ,4:34
Counter attack - Goal,9.0,4,20,0,KAZ,4.0,MEGENS M,0 - 20,262,NED,4:22
Turnover foul,4.0,4,20,0,KAZ,4.0,VAN DER SLOOT C,0 - 20,99,NED,1:39
Turnover foul,5.0,4,20,0,KAZ,4.0,ZAKIROVA K,0 - 20,84,KAZ,1:24
Action shot - Missed,11.0,4,20,0,KAZ,4.0,KLAASSEN L,0 - 20,71,NED,1:11
Counter attack - Saved,7.0,4,20,0,KAZ,4.0,MYRZABEKOVA Z,0 - 20,59,KAZ,0:59
Action shot - Post,7.0,4,20,0,KAZ,4.0,NIJHUIS M,0 - 20,46,NED,0:46
Turnover foul,7.0,4,20,0,KAZ,4.0,NIJHUIS M,0 - 20,38,NED,0:38
20 sec. exclusion in centre,4.0,4,20,0,KAZ,4.0,VAN DER SLOOT C,0 - 20,17,NED,0:17
Extra player shot - Missed,11.0,4,20,0,KAZ,4.0,MIRSHINA A,0 - 20,1,KAZ,0:01
Starting goalkeeper,13.0,5,0,0,RUS,1.0,KARNAUKH A,0 - 0,480,RUS,8:00
Starting goalkeeper,1.0,5,0,0,RUS,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,4.0,5,0,0,RUS,1.0,VAN DER SLOOT C,0 - 0,480,NED,8:00
5m shot - Goal,9.0,5,1,0,RUS,1.0,MEGENS M,0 - 1,456,NED,7:36
5m shot - Missed,9.0,5,1,0,RUS,1.0,TIMOFEEVA A,0 - 1,426,RUS,7:06
Turnover foul,8.0,5,1,0,RUS,1.0,SEVENICH V,0 - 1,410,NED,6:50
Action shot - Post,3.0,5,1,0,RUS,1.0,PROKOFYEVA E,0 - 1,391,RUS,6:31
5m shot - Post,11.0,5,1,0,RUS,1.0,IVANOVA E,0 - 1,374,RUS,6:14
Turnover foul,9.0,5,1,0,RUS,1.0,TIMOFEEVA A,0 - 1,369,RUS,6:09
20 sec. exclusion in centre,7.0,5,1,0,RUS,1.0,LISUNOVA E,0 - 1,342,RUS,5:42
Action shot - Saved,8.0,5,1,0,RUS,1.0,SEVENICH V,0 - 1,319,NED,5:19
20 sec. exclusion in centre,8.0,5,1,0,RUS,1.0,SEVENICH V,0 - 1,303,NED,5:03
Extra player shot - Saved,3.0,5,1,0,RUS,1.0,PROKOFYEVA E,0 - 1,284,RUS,4:44
20 sec. exclusion in centre,3.0,5,1,0,RUS,1.0,GENEE D,0 - 1,269,NED,4:29
Turnover foul,4.0,5,1,0,RUS,1.0,KARIMOVA E,0 - 1,256,RUS,4:16
20 sec. exclusion in centre,12.0,5,1,0,RUS,1.0,IARONDAIKINA N,0 - 1,250,RUS,4:10
Action shot - Blocked,5.0,5,1,0,RUS,1.0,GENEE A,0 - 1,233,NED,3:53
Action shot - Saved,4.0,5,1,0,RUS,1.0,KARIMOVA E,0 - 1,203,RUS,3:23
5m shot - Blocked,2.0,5,1,0,RUS,1.0,SMIT M,0 - 1,178,NED,2:58
Turnover foul,3.0,5,1,0,RUS,1.0,PROKOFYEVA E,0 - 1,150,RUS,2:30
Action shot - Goal,11.0,5,2,0,RUS,1.0,KLAASSEN L,0 - 2,134,NED,2:14
20 sec. exclusion in centre,11.0,5,2,0,RUS,1.0,KLAASSEN L,0 - 2,125,NED,2:05
Extra player shot - Saved,8.0,5,2,0,RUS,1.0,ABDRIZIAKOVA E,0 - 2,110,RUS,1:50
5m shot - Goal,11.0,5,3,0,RUS,1.0,KLAASSEN L,0 - 3,81,NED,1:21
5m shot - Saved,8.0,5,3,0,RUS,1.0,ABDRIZIAKOVA E,0 - 3,56,RUS,0:56
Time-Out,,5,3,0,RUS,1.0,,0 - 3,56,NED,0:56
Turnover foul,7.0,5,3,0,RUS,1.0,NIJHUIS M,0 - 3,43,NED,0:43
Steal,9.0,5,3,0,RUS,1.0,TIMOFEEVA A,0 - 3,43,RUS,0:43
Counter attack - Goal,7.0,5,3,1,RUS,1.0,LISUNOVA E,1 - 3,33,RUS,0:33
Centre shot - Goal,9.0,5,4,1,RUS,1.0,MEGENS M,1 - 4,4,NED,0:04
Time-Out,,5,4,1,RUS,1.0,,1 - 4,4,RUS,0:04
5m shot - Saved,3.0,5,4,1,RUS,1.0,PROKOFYEVA E,1 - 4,0,RUS,0:00
Starting goalkeeper,13.0,5,4,1,RUS,2.0,KARNAUKH A,1 - 4,480,RUS,8:00
Starting goalkeeper,1.0,5,4,1,RUS,2.0,AARTS L,1 - 4,480,NED,8:00
Sprint won possession,7.0,5,4,1,RUS,2.0,LISUNOVA E,1 - 4,480,RUS,8:00
Turnover foul,2.0,5,4,1,RUS,2.0,SMIT M,1 - 4,424,NED,7:04
Steal,3.0,5,4,1,RUS,2.0,PROKOFYEVA E,1 - 4,424,RUS,7:04
20 sec. exclusion in centre,5.0,5,4,1,RUS,2.0,GENEE A,1 - 4,404,NED,6:44
Extra player shot - Blocked,12.0,5,4,1,RUS,2.0,IARONDAIKINA N,1 - 4,382,RUS,6:22
