Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time
Steal,5.0,2,4,ESP,4.0,BUSTOS SANCHEZ A,11,4 - 11,22,ESP,0:22
20 sec. exclusion in field,9.0,2,4,ESP,4.0,JAKSIC N,11,4 - 11,20,SRB,0:20
Exclusion with substitution,9.0,2,4,ESP,4.0,JAKSIC N,11,4 - 11,20,SRB,0:20
Extra player shot - Goal,5.0,2,5,ESP,4.0,BUSTOS SANCHEZ A,11,5 - 11,5,ESP,0:05
Starting goalkeeper,13.0,3,0,GRE,1.0,MITROVIC B,0,0 - 0,480,SRB,8:00
Starting goalkeeper,1.0,3,0,GRE,1.0,FLEGKAS K,0,0 - 0,480,GRE,8:00
Sprint won possession,2.0,3,0,GRE,1.0,GENIDOUNIAS K,0,0 - 0,480,GRE,8:00
Centre shot - Post,12.0,3,0,GRE,1.0,MITORVIC S,0,0 - 0,444,SRB,7:24
Turnover foul,9.0,3,0,GRE,1.0,MOURIKIS K,0,0 - 0,424,GRE,7:04
Turnover foul,2.0,3,0,GRE,1.0,MANDIC D,0,0 - 0,398,SRB,6:38
Steal,11.0,3,0,GRE,1.0,GOUNAS A,0,0 - 0,398,GRE,6:38
Action shot - Blocked,12.0,3,0,GRE,1.0,MITORVIC S,0,0 - 0,339,SRB,5:39
20 sec. exclusion in centre,4.0,3,0,GRE,1.0,RANDELOVIC S,0,0 - 0,313,SRB,5:13
Action shot - Saved,5.0,3,0,GRE,1.0,FOUNTOULIS I,0,0 - 0,292,GRE,4:52
Turnover foul,12.0,3,0,GRE,1.0,MITORVIC S,0,0 - 0,274,SRB,4:34
Steal,1.0,3,0,GRE,1.0,FLEGKAS K,0,0 - 0,274,GRE,4:34
Turnover foul,9.0,3,0,GRE,1.0,MOURIKIS K,0,0 - 0,257,GRE,4:17
Counter attack - Goal,2.0,3,0,GRE,1.0,MANDIC D,1,1 - 0,246,SRB,4:06
Action shot - Goal,2.0,3,1,GRE,1.0,GENIDOUNIAS K,1,1 - 1,219,GRE,3:39
5m shot - Goal,10.0,3,1,GRE,1.0,FILIPOVIC F,2,2 - 1,190,SRB,3:10
Turnover foul,10.0,3,1,GRE,1.0,KOLOMVOS C,2,2 - 1,171,GRE,2:51
Turnover foul,5.0,3,1,GRE,1.0,CUK M,2,2 - 1,142,SRB,2:22
Steal,1.0,3,1,GRE,1.0,FLEGKAS K,2,2 - 1,142,GRE,2:22
Action shot - Saved,12.0,3,1,GRE,1.0,VLACHOPOULOS A,2,2 - 1,113,GRE,1:53
20 sec. exclusion in field,4.0,3,1,GRE,1.0,DERVISIS G,2,2 - 1,88,GRE,1:28
Time-Out,,3,1,GRE,1.0,,2,2 - 1,88,SRB,1:28
Action shot - Saved,10.0,3,1,GRE,1.0,FILIPOVIC F,2,2 - 1,60,SRB,1:00
5m shot - Saved,8.0,3,1,GRE,1.0,ALEKSIC M,2,2 - 1,38,SRB,0:38
Turnover foul,10.0,3,1,GRE,1.0,FILIPOVIC F,2,2 - 1,8,SRB,0:08
Time-Out,,3,1,GRE,1.0,,2,2 - 1,7,GRE,0:07
Turnover foul,12.0,3,1,GRE,1.0,VLACHOPOULOS A,2,2 - 1,1,GRE,0:01
Steal,11.0,3,1,GRE,1.0,PRLAINOVIC A,2,2 - 1,1,SRB,0:01
Starting goalkeeper,13.0,3,1,GRE,2.0,MITROVIC B,2,2 - 1,480,SRB,8:00
Starting goalkeeper,1.0,3,1,GRE,2.0,FLEGKAS K,2,2 - 1,480,GRE,8:00
Sprint won possession,2.0,3,1,GRE,2.0,GENIDOUNIAS K,2,2 - 1,480,GRE,8:00
5m shot - Saved,5.0,3,1,GRE,2.0,FOUNTOULIS I,2,2 - 1,454,GRE,7:34
Turnover foul,5.0,3,1,GRE,2.0,FOUNTOULIS I,2,2 - 1,429,GRE,7:09
Steal,13.0,3,1,GRE,2.0,MITROVIC B,2,2 - 1,429,SRB,7:09
5m shot - Missed,11.0,3,1,GRE,2.0,PRLAINOVIC A,2,2 - 1,415,SRB,6:55
Action shot - Missed,11.0,3,1,GRE,2.0,GOUNAS A,2,2 - 1,398,GRE,6:38
Turnover foul,3.0,3,1,GRE,2.0,RASOVIC V,2,2 - 1,370,SRB,6:10
Steal,12.0,3,1,GRE,2.0,VLACHOPOULOS A,2,2 - 1,370,GRE,6:10
20 sec. exclusion in centre,8.0,3,1,GRE,2.0,ALEKSIC M,2,2 - 1,307,SRB,5:07
Action shot - Goal,9.0,3,2,GRE,2.0,MOURIKIS K,2,2 - 2,285,GRE,4:45
Turnover foul,6.0,3,2,GRE,2.0,PIJETLOVIC D,2,2 - 2,256,SRB,4:16
Steal,1.0,3,2,GRE,2.0,FLEGKAS K,2,2 - 2,256,GRE,4:16
Action shot - Goal,3.0,3,3,GRE,2.0,DELAKAS E,2,2 - 3,230,GRE,3:50
20 sec. exclusion in centre,3.0,3,3,GRE,2.0,DELAKAS E,2,2 - 3,217,GRE,3:37
Action shot - Goal,2.0,3,3,GRE,2.0,MANDIC D,3,3 - 3,194,SRB,3:14
5m shot - Saved,2.0,3,3,GRE,2.0,GENIDOUNIAS K,3,3 - 3,166,GRE,2:46
5m shot - Goal,10.0,3,3,GRE,2.0,FILIPOVIC F,4,4 - 3,145,SRB,2:25
Turnover foul,2.0,3,3,GRE,2.0,GENIDOUNIAS K,4,4 - 3,120,GRE,2:00
Steal,13.0,3,3,GRE,2.0,MITROVIC B,4,4 - 3,120,SRB,2:00
Turnover foul,6.0,3,3,GRE,2.0,PIJETLOVIC D,4,4 - 3,103,SRB,1:43
Steal,2.0,3,3,GRE,2.0,GENIDOUNIAS K,4,4 - 3,103,GRE,1:43
20 sec. exclusion in field,9.0,3,3,GRE,2.0,JAKSIC N,4,4 - 3,91,SRB,1:31
Time-Out,,3,3,GRE,2.0,,4,4 - 3,91,GRE,1:31
Extra player shot - Saved,12.0,3,3,GRE,2.0,VLACHOPOULOS A,4,4 - 3,78,GRE,1:18
Action shot - Goal,3.0,3,4,GRE,2.0,DELAKAS E,4,4 - 4,67,GRE,1:07
20 sec. exclusion in centre,3.0,3,4,GRE,2.0,DELAKAS E,4,4 - 4,49,GRE,0:49
Time-Out,,3,4,GRE,2.0,,4,4 - 4,49,SRB,0:49
Extra player shot - Goal,11.0,3,4,GRE,2.0,PRLAINOVIC A,5,5 - 4,29,SRB,0:29
Turnover foul,12.0,3,4,GRE,2.0,VLACHOPOULOS A,5,5 - 4,3,GRE,0:03
Steal,9.0,3,4,GRE,2.0,JAKSIC N,5,5 - 4,3,SRB,0:03
5m shot - Saved,9.0,3,4,GRE,2.0,JAKSIC N,5,5 - 4,1,SRB,0:01
20 sec. exclusion in field,4.0,3,4,GRE,4.0,DERVISIS G,5,5 - 4,94,GRE,1:34
Centre shot - Goal,8.0,3,6,GRE,4.0,ALEKSIC M,11,11 - 6,73,SRB,1:13
5m shot - Saved,6.0,3,6,GRE,4.0,KAPOTSIS M,11,11 - 6,45,GRE,0:45
Yellow card,,3,6,GRE,2.0,Team Official,11,11 - 6,1,GRE,0:01
Starting goalkeeper,1.0,3,6,GRE,3.0,PIJETLOVIC G,11,11 - 6,480,SRB,8:00
Starting goalkeeper,1.0,3,6,GRE,3.0,FLEGKAS K,11,11 - 6,480,GRE,8:00
Sprint won possession,3.0,3,6,GRE,3.0,RASOVIC V,11,11 - 6,480,SRB,8:00
5m shot - Missed,11.0,3,6,GRE,3.0,PRLAINOVIC A,11,11 - 6,458,SRB,7:38
Turnover foul,5.0,3,6,GRE,3.0,FOUNTOULIS I,11,11 - 6,421,GRE,7:01
Steal,2.0,3,6,GRE,3.0,MANDIC D,11,11 - 6,421,SRB,7:01
20 sec. exclusion in centre,7.0,3,6,GRE,3.0,PONTIKEAS K,11,11 - 6,397,GRE,6:37
Extra player shot - Goal,9.0,3,4,GRE,3.0,JAKSIC N,6,6 - 4,380,SRB,6:20
20 sec. exclusion in centre,4.0,3,4,GRE,3.0,RANDELOVIC S,6,6 - 4,356,SRB,5:56
Extra player shot - Post,12.0,3,4,GRE,3.0,VLACHOPOULOS A,6,6 - 4,340,GRE,5:40
Turnover foul,2.0,3,4,GRE,3.0,GENIDOUNIAS K,6,6 - 4,329,GRE,5:29
Steal,2.0,3,4,GRE,3.0,MANDIC D,6,6 - 4,329,SRB,5:29
5m shot - Saved,2.0,3,4,GRE,3.0,MANDIC D,6,6 - 4,310,SRB,5:10
Centre shot - Saved,10.0,3,4,GRE,3.0,KOLOMVOS C,6,6 - 4,288,GRE,4:48
5m shot - Post,5.0,3,4,GRE,3.0,FOUNTOULIS I,6,6 - 4,262,GRE,4:22
Action shot - Goal,12.0,3,4,GRE,3.0,MITORVIC S,7,7 - 4,246,SRB,4:06
20 sec. exclusion in centre,9.0,3,4,GRE,3.0,JAKSIC N,7,7 - 4,220,SRB,3:40
Extra player shot - Missed,4.0,3,4,GRE,3.0,DERVISIS G,7,7 - 4,208,GRE,3:28
Counter attack - Goal,6.0,3,4,GRE,3.0,PIJETLOVIC D,8,8 - 4,195,SRB,3:15
5m shot - Saved,5.0,3,4,GRE,3.0,FOUNTOULIS I,8,8 - 4,168,GRE,2:48
5m shot - Blocked,5.0,3,4,GRE,3.0,FOUNTOULIS I,8,8 - 4,137,GRE,2:17
Time-Out,,3,4,GRE,3.0,,8,8 - 4,106,GRE,1:46
5m shot - Blocked,11.0,3,4,GRE,3.0,GOUNAS A,8,8 - 4,83,GRE,1:23
Turnover foul,2.0,3,4,GRE,3.0,GENIDOUNIAS K,8,8 - 4,74,GRE,1:14
Steal,12.0,3,4,GRE,3.0,MITORVIC S,8,8 - 4,74,SRB,1:14
Turnover foul,12.0,3,4,GRE,3.0,MITORVIC S,8,8 - 4,57,SRB,0:57
Steal,12.0,3,4,GRE,3.0,VLACHOPOULOS A,8,8 - 4,57,GRE,0:57
Double exclusion,9.0,3,4,GRE,3.0,MOURIKIS K,8,8 - 4,56,GRE,0:56
Double exclusion,9.0,3,4,GRE,3.0,JAKSIC N,8,8 - 4,56,SRB,0:56
Exclusion with substitution,9.0,3,4,GRE,3.0,JAKSIC N,8,8 - 4,56,SRB,0:56
Turnover foul,6.0,3,4,GRE,3.0,PIJETLOVIC D,8,8 - 4,8,SRB,0:08
5m shot - Saved,5.0,3,4,GRE,3.0,FOUNTOULIS I,8,8 - 4,1,GRE,0:01
Starting goalkeeper,1.0,3,4,GRE,4.0,PIJETLOVIC G,8,8 - 4,480,SRB,8:00
Starting goalkeeper,1.0,3,4,GRE,4.0,FLEGKAS K,8,8 - 4,480,GRE,8:00
Sprint won possession,3.0,3,4,GRE,4.0,RASOVIC V,8,8 - 4,480,SRB,8:00
Penalty foul,8.0,3,4,GRE,4.0,ALEKSIC M,8,8 - 4,436,SRB,7:16
Penalty shot - Goal,5.0,3,5,GRE,4.0,FOUNTOULIS I,8,8 - 5,436,GRE,7:16
20 sec. exclusion in centre,7.0,3,5,GRE,4.0,PONTIKEAS K,8,8 - 5,419,GRE,6:59
Extra player shot - Goal,4.0,3,5,GRE,4.0,RANDELOVIC S,9,9 - 5,411,SRB,6:51
Turnover foul,4.0,3,5,GRE,4.0,DERVISIS G,9,9 - 5,386,GRE,6:26
Steal,4.0,3,5,GRE,4.0,RANDELOVIC S,9,9 - 5,386,SRB,6:26
5m shot - Goal,10.0,3,5,GRE,4.0,FILIPOVIC F,10,10 - 5,360,SRB,6:00
5m shot - Blocked,5.0,3,5,GRE,4.0,FOUNTOULIS I,10,10 - 5,343,GRE,5:43
20 sec. exclusion in field,2.0,3,5,GRE,4.0,MANDIC D,10,10 - 5,343,SRB,5:43
Action shot - Saved,9.0,3,5,GRE,4.0,MOURIKIS K,10,10 - 5,318,GRE,5:18
20 sec. exclusion in centre,8.0,3,5,GRE,4.0,ARGYROPOULOS KANAK,10,10 - 5,297,GRE,4:57
Extra player shot - Saved,5.0,3,5,GRE,4.0,CUK M,10,10 - 5,288,SRB,4:48
5m shot - Saved,2.0,3,5,GRE,4.0,GENIDOUNIAS K,10,10 - 5,266,GRE,4:26
Action shot - Saved,6.0,3,5,GRE,4.0,PIJETLOVIC D,10,10 - 5,244,SRB,4:04
20 sec. exclusion in centre,4.0,3,5,GRE,4.0,RANDELOVIC S,10,10 - 5,229,SRB,3:49
Exclusion with substitution,4.0,3,5,GRE,4.0,RANDELOVIC S,10,10 - 5,229,SRB,3:49
Time-Out,,3,5,GRE,4.0,,10,10 - 5,229,GRE,3:49
Turnover foul,6.0,3,5,GRE,4.0,KAPOTSIS M,10,10 - 5,211,GRE,3:31
Steal,12.0,3,5,GRE,4.0,MITORVIC S,10,10 - 5,211,SRB,3:31
Turnover foul,10.0,3,5,GRE,4.0,FILIPOVIC F,10,10 - 5,196,SRB,3:16
Penalty foul,7.0,3,5,GRE,4.0,UBOVIC N,10,10 - 5,180,SRB,3:00
Penalty shot - Goal,5.0,3,6,GRE,4.0,FOUNTOULIS I,10,10 - 6,180,GRE,3:00
Action shot - Saved,2.0,3,6,GRE,4.0,MANDIC D,10,10 - 6,162,SRB,2:42
Turnover foul,8.0,3,6,GRE,4.0,ARGYROPOULOS KANAK,10,10 - 6,139,GRE,2:19
Action shot - Saved,8.0,3,6,GRE,4.0,ALEKSIC M,10,10 - 6,111,SRB,1:51
5m shot - Saved,12.0,3,6,GRE,4.0,MITORVIC S,10,10 - 6,21,SRB,0:21
20 sec. exclusion in field,7.0,3,6,GRE,4.0,UBOVIC N,10,10 - 6,19,SRB,0:19
Extra player shot - Missed,6.0,3,6,GRE,4.0,KAPOTSIS M,10,10 - 6,1,GRE,0:01
Starting goalkeeper,1.0,4,0,AUS,1.0,PIJETLOVIC G,0,0 - 0,480,SRB,8:00
Starting goalkeeper,13.0,4,0,AUS,1.0,HRYSANTHOS A,0,0 - 0,480,AUS,8:00
Sprint won possession,3.0,4,0,AUS,1.0,RASOVIC V,0,0 - 0,480,SRB,8:00
Goalkeeper substitution,13.0,4,0,AUS,1.0,MITROVIC B,0,0 - 0,459,SRB,7:39
5m shot - Goal,5.0,4,0,AUS,1.0,CUK M,1,1 - 0,452,SRB,7:32
Turnover foul,3.0,4,0,AUS,1.0,FORD G,1,1 - 0,424,AUS,7:04
Steal,10.0,4,0,AUS,1.0,FILIPOVIC F,1,1 - 0,424,SRB,7:04
Turnover foul,6.0,4,0,AUS,1.0,PIJETLOVIC D,1,1 - 0,398,SRB,6:38
Steal,9.0,4,0,AUS,1.0,FORD A,1,1 - 0,398,AUS,6:38
5m shot - Saved,8.0,4,0,AUS,1.0,YOUNGER A,1,1 - 0,371,AUS,6:11
Penalty foul,7.0,4,0,AUS,1.0,GILCHRIST J,1,1 - 0,326,AUS,5:26
Penalty shot - Goal,10.0,4,0,AUS,1.0,FILIPOVIC F,2,2 - 0,326,SRB,5:26
5m shot - Post,7.0,4,0,AUS,1.0,UBOVIC N,2,2 - 0,299,SRB,4:59
Turnover foul,12.0,4,0,AUS,1.0,MITORVIC S,2,2 - 0,276,SRB,4:36
Steal,13.0,4,0,AUS,1.0,HRYSANTHOS A,2,2 - 0,276,AUS,4:36
Action shot - Goal,7.0,4,1,AUS,1.0,GILCHRIST J,2,2 - 1,248,AUS,4:08
Turnover foul,7.0,4,1,AUS,1.0,GILCHRIST J,2,2 - 1,188,AUS,3:08
Turnover foul,7.0,4,1,AUS,1.0,UBOVIC N,2,2 - 1,176,SRB,2:56
Turnover foul,6.0,4,1,AUS,1.0,EDWARDS L,2,2 - 1,153,AUS,2:33
Steal,4.0,4,1,AUS,1.0,RANDELOVIC S,2,2 - 1,153,SRB,2:33
20 sec. exclusion in centre,8.0,4,1,AUS,1.0,YOUNGER A,2,2 - 1,127,AUS,2:07
Time-Out,,4,1,AUS,1.0,,2,2 - 1,127,SRB,2:07
Extra player shot - Goal,10.0,4,1,AUS,1.0,FILIPOVIC F,3,3 - 1,108,SRB,1:48
20 sec. exclusion in centre,9.0,4,1,AUS,1.0,JAKSIC N,3,3 - 1,86,SRB,1:26
Time-Out,,4,1,AUS,1.0,,3,3 - 1,86,AUS,1:26
Turnover foul,12.0,4,1,AUS,1.0,BROOKS N,3,3 - 1,61,AUS,1:01
Steal,8.0,4,1,AUS,1.0,ALEKSIC M,3,3 - 1,61,SRB,1:01
20 sec. exclusion in centre,5.0,4,1,AUS,1.0,POWER N,3,3 - 1,38,AUS,0:38
Extra player shot - Goal,12.0,4,1,AUS,1.0,MITORVIC S,4,4 - 1,25,SRB,0:25
20 sec. exclusion in centre,9.0,4,1,AUS,1.0,JAKSIC N,4,4 - 1,3,SRB,0:03
Starting goalkeeper,13.0,4,1,AUS,2.0,MITROVIC B,4,4 - 1,480,SRB,8:00
Starting goalkeeper,13.0,4,1,AUS,2.0,HRYSANTHOS A,4,4 - 1,480,AUS,8:00
Sprint won possession,3.0,4,1,AUS,2.0,RASOVIC V,4,4 - 1,8,SRB,0:08
Centre shot - Goal,6.0,4,1,AUS,2.0,PIJETLOVIC D,5,5 - 1,456,SRB,7:36
5m shot - Blocked,8.0,4,1,AUS,2.0,YOUNGER A,5,5 - 1,432,AUS,7:12
Turnover foul,11.0,4,1,AUS,2.0,PRLAINOVIC A,5,5 - 1,411,SRB,6:51
Steal,13.0,4,1,AUS,2.0,HRYSANTHOS A,5,5 - 1,411,AUS,6:51
Action shot - Goal,5.0,4,2,AUS,2.0,POWER N,5,5 - 2,386,AUS,6:26
5m shot - Post,8.0,4,2,AUS,2.0,ALEKSIC M,5,5 - 2,355,SRB,5:55
Centre shot - Goal,6.0,4,3,AUS,2.0,EDWARDS L,5,5 - 3,332,AUS,5:32
Turnover foul,11.0,4,3,AUS,2.0,PRLAINOVIC A,5,5 - 3,314,SRB,5:14
20 sec. exclusion in field,10.0,4,3,AUS,2.0,FILIPOVIC F,5,5 - 3,309,SRB,5:09
Time-Out,,4,3,AUS,2.0,,5,5 - 3,309,AUS,5:09
Action shot - Saved,11.0,4,3,AUS,2.0,HOLLIS L,5,5 - 3,278,AUS,4:38
Turnover foul,6.0,4,3,AUS,2.0,PIJETLOVIC D,5,5 - 3,260,SRB,4:20
5m shot - Missed,7.0,4,3,AUS,2.0,GILCHRIST J,5,5 - 3,230,AUS,3:50
20 sec. exclusion in centre,11.0,4,3,AUS,2.0,HOLLIS L,5,5 - 3,214,AUS,3:34
Time-Out,,4,3,AUS,2.0,,5,5 - 3,214,SRB,3:34
Action shot - Goal,11.0,4,3,AUS,2.0,PRLAINOVIC A,6,6 - 3,192,SRB,3:12
Action shot - Goal,12.0,4,3,AUS,2.0,MITORVIC S,7,7 - 3,142,SRB,2:22
Centre shot - Saved,4.0,4,3,AUS,2.0,KAYES J,7,7 - 3,112,AUS,1:52
5m shot - Post,12.0,4,3,AUS,2.0,MITORVIC S,7,7 - 3,86,SRB,1:26
Action shot - Saved,3.0,4,3,AUS,2.0,FORD G,7,7 - 3,56,AUS,0:56
5m shot - Goal,4.0,4,3,AUS,2.0,RANDELOVIC S,8,8 - 3,26,SRB,0:26
Goalkeeper substitution,1.0,4,3,AUS,2.0,SLADE E,8,8 - 3,17,AUS,0:17
5m shot - Post,8.0,4,3,AUS,2.0,YOUNGER A,8,8 - 3,3,AUS,0:03
Starting goalkeeper,13.0,4,3,AUS,3.0,MITROVIC B,8,8 - 3,480,SRB,8:00
Starting goalkeeper,1.0,4,3,AUS,3.0,SLADE E,8,8 - 3,480,AUS,8:00
Sprint won possession,7.0,4,3,AUS,3.0,GILCHRIST J,8,8 - 3,15,AUS,0:15
Centre shot - Saved,5.0,4,3,AUS,3.0,POWER N,8,8 - 3,450,AUS,7:30
Action shot - Goal,11.0,4,3,AUS,3.0,PRLAINOVIC A,9,9 - 3,426,SRB,7:06
5m shot - Saved,11.0,4,3,AUS,3.0,HOLLIS L,9,9 - 3,396,AUS,6:36
Turnover foul,5.0,4,3,AUS,3.0,POWER N,9,9 - 3,369,AUS,6:09
Steal,6.0,4,3,AUS,3.0,PIJETLOVIC D,9,9 - 3,369,SRB,6:09
Centre shot - Saved,6.0,4,3,AUS,3.0,PIJETLOVIC D,9,9 - 3,347,SRB,5:47
5m shot - Saved,8.0,4,3,AUS,3.0,YOUNGER A,9,9 - 3,323,AUS,5:23
20 sec. exclusion in centre,4.0,4,3,AUS,3.0,RANDELOVIC S,9,9 - 3,309,SRB,5:09
Extra player shot - Goal,8.0,4,4,AUS,3.0,YOUNGER A,9,9 - 4,297,AUS,4:57
Centre shot - Goal,5.0,4,4,AUS,3.0,CUK M,10,10 - 4,271,SRB,4:31
5m shot - Blocked,10.0,4,4,AUS,3.0,FANNON J,10,10 - 4,247,AUS,4:07
Turnover foul,7.0,4,4,AUS,3.0,UBOVIC N,10,10 - 4,227,SRB,3:47
Steal,7.0,4,4,AUS,3.0,GILCHRIST J,10,10 - 4,227,AUS,3:47
Action shot - Goal,8.0,4,4,AUS,3.0,ALEKSIC M,11,11 - 4,180,SRB,3:00
Time-Out,,4,4,AUS,3.0,,11,11 - 4,180,AUS,3:00
5m shot - Missed,8.0,4,4,AUS,3.0,ALEKSIC M,11,11 - 4,129,SRB,2:09
5m shot - Post,8.0,4,4,AUS,3.0,YOUNGER A,11,11 - 4,108,AUS,1:48
Centre shot - Goal,4.0,4,5,AUS,3.0,KAYES J,11,11 - 5,108,AUS,1:48
Centre shot - Saved,6.0,4,5,AUS,3.0,PIJETLOVIC D,11,11 - 5,90,SRB,1:30
Action shot - Saved,2.0,4,5,AUS,3.0,PUTT T,11,11 - 5,73,AUS,1:13
5m shot - Post,8.0,4,5,AUS,3.0,ALEKSIC M,11,11 - 5,41,SRB,0:41
Action shot - Saved,8.0,4,5,AUS,3.0,YOUNGER A,11,11 - 5,24,AUS,0:24
Counter attack - Goal,6.0,4,5,AUS,3.0,PIJETLOVIC D,12,12 - 5,13,SRB,0:13
Turnover foul,4.0,4,5,AUS,3.0,KAYES J,12,12 - 5,2,AUS,0:02
Starting goalkeeper,1.0,4,5,AUS,4.0,PIJETLOVIC G,12,12 - 5,480,SRB,8:00
Starting goalkeeper,1.0,4,5,AUS,4.0,SLADE E,12,12 - 5,480,AUS,8:00
Sprint won possession,9.0,4,5,AUS,4.0,JAKSIC N,12,12 - 5,480,SRB,8:00
20 sec. exclusion in centre,5.0,4,5,AUS,4.0,POWER N,12,12 - 5,461,AUS,7:41
Extra player shot - Goal,9.0,4,5,AUS,4.0,JAKSIC N,13,13 - 5,444,SRB,7:24
5m shot - Blocked,11.0,4,5,AUS,4.0,HOLLIS L,13,13 - 5,420,AUS,7:00
Action shot - Goal,10.0,4,5,AUS,4.0,FILIPOVIC F,14,14 - 5,402,SRB,6:42
5m shot - Post,8.0,4,5,AUS,4.0,YOUNGER A,14,14 - 5,376,AUS,6:16
Centre shot - Missed,6.0,4,5,AUS,4.0,PIJETLOVIC D,14,14 - 5,362,SRB,6:02
20 sec. exclusion in centre,4.0,4,5,AUS,4.0,RANDELOVIC S,14,14 - 5,342,SRB,5:42
Turnover foul,2.0,4,5,AUS,4.0,PUTT T,14,14 - 5,311,AUS,5:11
Steal,12.0,4,5,AUS,4.0,MITORVIC S,14,14 - 5,311,SRB,5:11
Time-Out,,4,5,AUS,4.0,,14,14 - 5,311,SRB,5:11
5m shot - Post,8.0,4,5,AUS,4.0,ALEKSIC M,14,14 - 5,290,SRB,4:50
20 sec. exclusion in centre,3.0,4,5,AUS,4.0,FORD G,14,14 - 5,289,AUS,4:49
Turnover foul,8.0,4,5,AUS,4.0,ALEKSIC M,14,14 - 5,263,SRB,4:23
Steal,12.0,4,5,AUS,4.0,BROOKS N,14,14 - 5,263,AUS,4:23
Turnover foul,4.0,4,5,AUS,4.0,KAYES J,14,14 - 5,242,AUS,4:02
Steal,10.0,4,5,AUS,4.0,FILIPOVIC F,14,14 - 5,242,SRB,4:02
Turnover foul,7.0,4,5,AUS,4.0,UBOVIC N,14,14 - 5,221,SRB,3:41
20 sec. exclusion in centre,10.0,4,5,AUS,4.0,FILIPOVIC F,14,14 - 5,210,SRB,3:30
Time-Out,,4,5,AUS,4.0,,14,14 - 5,210,AUS,3:30
Extra player shot - Saved,5.0,4,5,AUS,4.0,POWER N,14,14 - 5,188,AUS,3:08
Turnover foul,4.0,4,5,AUS,4.0,KAYES J,14,14 - 5,168,AUS,2:48
Steal,6.0,4,5,AUS,4.0,PIJETLOVIC D,14,14 - 5,168,SRB,2:48
Action shot - Missed,12.0,4,5,AUS,4.0,MITORVIC S,14,14 - 5,140,SRB,2:20
Turnover foul,11.0,4,5,AUS,4.0,HOLLIS L,14,14 - 5,117,AUS,1:57
Steal,5.0,4,5,AUS,4.0,CUK M,14,14 - 5,117,SRB,1:57
Action shot - Saved,11.0,4,5,AUS,4.0,HOLLIS L,14,14 - 5,64,AUS,1:04
Centre shot - Post,12.0,4,5,AUS,4.0,MITORVIC S,14,14 - 5,43,SRB,0:43
Turnover foul,11.0,4,5,AUS,4.0,HOLLIS L,14,14 - 5,19,AUS,0:19
Steal,5.0,4,5,AUS,4.0,CUK M,14,14 - 5,19,SRB,0:19
Counter attack - Goal,3.0,4,5,AUS,4.0,RASOVIC V,15,15 - 5,3,SRB,0:03
5m shot - Saved,8.0,4,5,AUS,4.0,YOUNGER A,15,15 - 5,1,AUS,0:01
Starting goalkeeper,13.0,5,0,CRO,1.0,MITROVIC B,0,0 - 0,480,SRB,8:00
Starting goalkeeper,1.0,5,0,CRO,1.0,BIJAC M,0,0 - 0,480,CRO,8:00
Sprint won possession,3.0,5,0,CRO,1.0,RASOVIC V,0,0 - 0,480,SRB,8:00
Turnover foul,6.0,5,0,CRO,1.0,PIJETLOVIC D,0,0 - 0,453,SRB,7:33
Turnover foul,9.0,5,0,CRO,1.0,SUKNO S,0,0 - 0,429,CRO,7:09
Steal,3.0,5,0,CRO,1.0,RASOVIC V,0,0 - 0,429,SRB,7:09
5m shot - Saved,4.0,5,0,CRO,1.0,RANDELOVIC S,0,0 - 0,412,SRB,6:52
5m shot - Post,11.0,5,0,CRO,1.0,SETKA A,0,0 - 0,384,CRO,6:24
Turnover foul,6.0,5,0,CRO,1.0,PIJETLOVIC D,0,0 - 0,362,SRB,6:02
20 sec. exclusion in field,3.0,5,0,CRO,1.0,RASOVIC V,0,0 - 0,343,SRB,5:43
Action shot - Blocked,12.0,5,0,CRO,1.0,GARCIA GADEA J,0,0 - 0,320,CRO,5:20
Action shot - Missed,12.0,5,0,CRO,1.0,GARCIA GADEA J,0,0 - 0,315,CRO,5:15
5m shot - Saved,11.0,5,0,CRO,1.0,PRLAINOVIC A,0,0 - 0,290,SRB,4:50
20 sec. exclusion in centre,4.0,5,0,CRO,1.0,RANDELOVIC S,0,0 - 0,264,SRB,4:24
20 sec. exclusion in centre,6.0,5,0,CRO,1.0,PIJETLOVIC D,0,0 - 0,253,SRB,4:13
Extra player shot - Post,11.0,5,0,CRO,1.0,SETKA A,0,0 - 0,241,CRO,4:01
20 sec. exclusion in centre,9.0,5,0,CRO,1.0,SUKNO S,0,0 - 0,216,CRO,3:36
Extra player shot - Goal,11.0,5,0,CRO,1.0,PRLAINOVIC A,1,1 - 0,198,SRB,3:18
5m shot - Post,3.0,5,0,CRO,1.0,RASOVIC V,1,1 - 0,139,SRB,2:19
Action shot - Saved,12.0,5,0,CRO,1.0,GARCIA GADEA J,1,1 - 0,111,CRO,1:51
Centre shot - Saved,7.0,5,0,CRO,1.0,UBOVIC N,1,1 - 0,79,SRB,1:19
Time-Out,,5,0,CRO,1.0,,1,1 - 0,79,CRO,1:19
Turnover foul,10.0,5,0,CRO,1.0,KRAPIC I,1,1 - 0,55,CRO,0:55
Turnover foul,7.0,5,0,CRO,1.0,UBOVIC N,1,1 - 0,39,SRB,0:39
20 sec. exclusion in field,5.0,5,0,CRO,1.0,CUK M,1,1 - 0,18,SRB,0:18
